amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
1.1,,,sell,26687.85,BTC-7JUL23-27000-P,37.8,0.0403411,0.04,2,1686980687766,258318288,11
0.2,,,sell,26709.49,BTC-25AUG23-27000-C,40.63,0.06924066,0.069,3,1686980557826,258317373,298
0.5,,,buy,26765.3,BTC-17JUN23-25750-C,236.58,0.03550903,0.039,0,1686980500673,258315177,317
0.1,,,buy,26748.49,BTC-29SEP23-26000-C,42.93,0.10821105,0.11,0,1686980499050,258315085,285
1.0,,,sell,26748.49,BTC-17JUN23-28500-P,0.0,0.06816566,0.0645,1,1686980498707,258315025,1
1.0,,,sell,26734.85,BTC-17JUN23-29000-P,0.0,0.08690541,0.0835,1,1686980498421,258314991,1
0.2,,,buy,26734.85,BTC-30JUN23-23000-C,56.42,0.14329403,0.146,1,1686980498087,258314943,1139
0.5,,,buy,26734.85,BTC-19JUN23-22500-C,143.77,0.15752987,0.16,1,1686980498047,258314937,1
0.2,,,sell,26734.85,BTC-23JUN23-29000-P,35.0,0.08707716,0.0835,1,1686980498024,258314935,2
0.2,,,buy,26689.39,BTC-18JUN23-25000-C,88.55,0.06309527,0.065,0,1686980494455,258314668,36
0.8,,,sell,26608.92,BTC-29MAR24-23000-P,49.75,0.09333347,0.094,2,1686980484698,258313933,40
1.2,,,buy,26498.11,BTC-29SEP23-33000-C,45.07,0.02843857,0.028,1,1686980479330,258313151,508
0.5,,,buy,26498.11,BTC-17JUN23-24000-C,415.13,0.09311301,0.095,0,1686980478786,258313066,5
0.5,,,buy,26498.11,BTC-18JUN23-23000-C,161.77,0.13125508,0.133,0,1686980478512,258313050,9
0.5,,,buy,26479.6,BTC-18JUN23-22000-C,184.18,0.16878789,0.17,0,1686980477904,258312957,6
0.2,,,sell,26424.13,BTC-29DEC23-18000-P,54.01,0.02615451,0.026,0,1686980469411,258312429,165
0.1,,,buy,26398.75,BTC-19JUN23-23000-C,90.83,0.12949171,0.13,1,1686980444393,258312324,6
4.5,,,sell,26373.97,BTC-25AUG23-44000-C,57.21,0.00275076,0.0025,0,1686979619338,258312097,60
0.2,,,buy,26375.15,BTC-17JUN23-26250-P,30.37,0.0005747,0.0005,3,1686979548263,258312083,176
0.1,,,sell,26370.49,BTC-29DEC23-25000-P,46.96,0.10065812,0.101,3,1686978626518,258311462,380
1.0,,,buy,26362.27,BTC-30JUN23-13000-P,153.85,9.44e-06,0.0005,3,1686978400220,258311398,591
0.5,,,buy,26350.02,BTC-18JUN23-24000-C,87.68,0.08954225,0.09,0,1686978359817,258311282,2
0.3,,,sell,26305.27,BTC-19JUN23-25000-P,39.14,0.00053053,0.0005,2,1686977494788,258310713,48
0.1,,,sell,26237.44,BTC-25AUG23-33000-C,44.62,0.01425041,0.0135,2,1686974611226,258309698,186
0.1,,,buy,26243.93,BTC-29MAR24-20000-P,50.56,0.05828828,0.058,2,1686974163578,258309237,79
0.1,,,sell,26248.29,BTC-29MAR24-55000-C,57.6,0.02530491,0.026,0,1686973484316,258308781,84
0.2,,,sell,26244.2,BTC-17JUN23-26000-P,35.86,0.00047687,0.0005,3,1686972418890,258308318,88
0.1,,,buy,26272.47,BTC-25AUG23-27000-P,40.95,0.08317763,0.083,0,1686970816088,258308085,196
0.5,,,sell,26233.06,BTC-17JUN23-25500-C,0.0,0.02818576,0.028,0,1686968757196,258307557,242
0.1,,,sell,26191.28,BTC-18JUN23-25250-C,47.33,0.03693062,0.0375,0,1686967279679,258306695,36
0.1,BTC-CCOND-23JUN23-23000_24000_26500_27500,258304912,buy,26317.21,BTC-23JUN23-23000-C,64.97,0.12909356,0.1297,0,1686965483020,258304913,6
2.5,,,sell,26292.77,BTC-29DEC23-35000-C,47.75,0.0519142,0.05,0,1686964279195,258304698,690
2.0,,,buy,26305.15,BTC-17JUN23-25750-P,53.11,0.00024503,0.0005,3,1686963903131,258304552,131
0.9,,,buy,26310.08,BTC-17JUN23-25500-P,70.71,0.00017857,0.0005,3,1686963389674,258304468,295
