amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,,,sell,28032.32,BTC-24NOV23-16000-P,66.01,,0.00059413,0.0005,2,1696738236710,266247456,118
0.1,,,sell,28045.54,BTC-10OCT23-28250-P,28.79,,0.01283266,0.013,1,1696738192125,266247405,5
1.0,,,sell,28090.2,BTC-29DEC23-5000-P,131.44,,0.00038039,0.0002,3,1696737654389,266247237,340
2.0,,,sell,28024.46,BTC-8OCT23-28500-C,36.27,,0.00011787,0.0001,3,1696733100760,266245933,359
1.0,,,sell,28067.32,BTC-13OCT23-28500-P,31.15,,0.02413371,0.024,2,1696731583178,266245184,67
0.1,,,sell,28079.79,BTC-29MAR24-20000-P,52.76,,0.02535169,0.025,3,1696731389034,266245060,442
1.0,,,buy,28031.68,BTC-29MAR24-120000-C,78.73,,0.00123465,0.0014,2,1696731114367,266244814,255
2.5,,,sell,28032.3,BTC-8OCT23-27500-P,37.84,,0.00013338,0.0001,3,1696730366013,266244691,238
0.2,,,sell,28034.64,BTC-20OCT23-28500-P,32.34,,0.03239107,0.0325,1,1696729907825,266244538,91
2.5,,,sell,27972.4,BTC-27OCT23-31000-P,38.93,,0.11138957,0.112,0,1696728142683,266243750,87
0.7,,,buy,27972.48,BTC-27OCT23-33000-P,41.36,,0.17936973,0.179,2,1696728078922,266243749,28
0.1,,,buy,27981.54,BTC-27SEP24-29000-P,54.58,,0.19370349,0.204,0,1696725104757,266243130,5
0.5,,,sell,27983.35,BTC-27SEP24-28000-P,50.9,,0.17383719,0.1705,2,1696724660653,266243062,11
