amount,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,0.1,sell,42146.45,BTC-2FEB24-41500-P,37.28,0.01157401,0.011,2,1706397761519,281789012,65
0.1,0.1,sell,42143.58,BTC-28JAN24-43000-C,32.73,0.00020628,0.0001,2,1706397675528,281788968,221
0.1,0.1,buy,42135.11,BTC-2FEB24-40000-P,41.01,0.00373929,0.0036,0,1706397650769,281788961,991
6.0,6.0,buy,42127.28,BTC-23FEB24-95000-C,96.62,2.273e-05,0.0001,3,1706397644455,281788956,117
0.1,0.1,sell,42124.82,BTC-23FEB24-58000-C,56.79,0.00148154,0.0013,2,1706397643226,281788955,570
0.6,0.6,sell,42133.03,BTC-29JAN24-44000-C,40.26,0.00042717,0.0004,2,1706397590267,281788940,42
0.1,0.1,sell,42150.58,BTC-28JAN24-42500-C,21.88,0.00052044,0.0004,3,1706397322913,281788847,192
0.2,0.2,sell,42145.55,BTC-29MAR24-40000-P,43.89,0.04125665,0.0415,3,1706397223702,281788846,1095
0.1,0.1,buy,42153.74,BTC-30JAN24-41500-P,32.81,0.00441882,0.0044,2,1706397121008,281788820,38
0.1,0.1,sell,42124.25,BTC-28JAN24-41750-P,23.16,0.00055087,0.0004,3,1706396804064,281788728,130
0.1,0.1,sell,42111.94,BTC-30JAN24-43000-C,31.36,0.00325839,0.003,0,1706396765618,281788690,18
0.1,0.1,buy,42109.08,BTC-16FEB24-36000-P,47.66,0.00305248,0.0032,3,1706396707007,281788621,39
0.5,0.5,buy,42118.24,BTC-16FEB24-42000-C,38.12,0.03892485,0.0385,2,1706396641083,281788537,174
0.1,0.1,sell,42145.56,BTC-29MAR24-46000-C,43.96,0.04300003,0.043,0,1706396521719,281788438,410
0.1,0.1,sell,42169.27,BTC-30JAN24-45000-C,44.07,0.00053534,0.0005,0,1706396463369,281788323,6
0.5,0.5,buy,42144.76,BTC-23FEB24-41000-C,39.76,0.06056425,0.0605,0,1706396364552,281788252,382
0.2,0.2,sell,42163.52,BTC-9FEB24-40000-P,41.05,0.00987034,0.01,3,1706396095959,281788149,445
1.0,1.0,sell,42157.61,BTC-9FEB24-46000-C,40.61,0.00553626,0.005,1,1706396027221,281788142,601
0.1,0.1,buy,42157.0,BTC-2FEB24-38000-P,49.99,0.00104783,0.001,3,1706396009511,281788141,947
0.1,0.1,buy,42153.61,BTC-2FEB24-36000-P,61.08,0.0003203,0.0004,1,1706395980552,281788137,567
0.5,0.5,buy,42152.3,BTC-28JAN24-44000-C,60.61,2.748e-05,0.0001,3,1706395965706,281788136,45
0.1,0.1,sell,42123.23,BTC-30JAN24-42000-P,29.62,0.00860113,0.008,0,1706395790934,281788098,4
0.1,0.1,sell,42147.74,BTC-30JAN24-42500-C,29.32,0.00648739,0.006,2,1706395418150,281787966,82
0.1,0.1,sell,42135.32,BTC-28JAN24-41500-P,28.68,0.000231,0.0002,1,1706395303220,281787952,361
0.2,0.2,sell,42133.81,BTC-2FEB24-43000-C,39.48,0.01077597,0.011,1,1706395281698,281787946,1166
0.4,0.4,buy,42134.32,BTC-29JAN24-45500-C,63.88,0.00017655,0.0004,0,1706395271595,281787940,8
5.0,5.0,buy,42143.44,BTC-23FEB24-42000-P,39.35,0.0376255,0.0375,2,1706395099067,281787838,652
0.1,0.1,buy,42174.34,BTC-26APR24-48000-C,46.47,0.05137111,0.0505,0,1706394830245,281787750,64
0.3,0.3,sell,42170.46,BTC-28JAN24-41500-C,36.59,0.0161637,0.0165,2,1706394764542,281787722,170
0.1,0.1,sell,42182.46,BTC-29JAN24-43000-C,26.46,0.00122022,0.001,2,1706394620706,281787671,86
3.1,3.1,sell,42185.96,BTC-28JAN24-41750-C,28.43,0.01073668,0.011,1,1706394611612,281787660,93
0.7,0.7,sell,42176.94,BTC-29MAR24-42000-P,43.14,0.06106992,0.0605,2,1706394343645,281787430,307
2.0,2.0,sell,42172.27,BTC-23FEB24-43000-P,39.68,0.05014745,0.05,2,1706394299457,281787406,727
0.1,0.1,buy,42159.54,BTC-30JAN24-43000-P,31.71,0.02321199,0.023,1,1706394246533,281787329,1
0.2,0.2,sell,42161.59,BTC-28JAN24-41000-C,52.76,0.02760428,0.028,1,1706394231823,281787323,103
0.1,0.1,buy,42157.3,BTC-28JAN24-42000-C,16.19,0.00491582,0.0045,1,1706394228075,281787316,396
0.1,0.1,sell,42155.41,BTC-28JAN24-43000-P,51.05,0.02022005,0.021,2,1706394221594,281787306,2
0.1,0.1,buy,42103.24,BTC-28JUN24-30000-P,54.11,0.02059488,0.0205,2,1706393283849,281786840,507
0.2,0.2,sell,42102.85,BTC-23FEB24-44000-C,40.0,0.02683918,0.027,0,1706393283005,281786839,1170
0.1,0.1,sell,42121.22,BTC-29MAR24-43000-C,43.09,0.06860097,0.068,2,1706393208966,281786784,322
0.1,0.1,buy,42158.81,BTC-23FEB24-39000-P,40.88,0.01347089,0.0135,2,1706393176035,281786642,967
0.5,0.5,buy,42170.19,BTC-29MAR24-30000-P,53.95,0.00434548,0.0042,2,1706393110088,281786495,1359
1.0,1.0,sell,42169.01,BTC-29MAR24-35000-P,47.31,0.01357066,0.0135,3,1706393108512,281786491,1098
1.8,1.8,sell,42167.1,BTC-28JAN24-42250-P,13.14,0.00348701,0.0029,1,1706393053328,281786442,1
1.8,1.8,sell,42167.1,BTC-28JAN24-42250-C,12.6,0.00156118,0.0009,2,1706393052633,281786441,44
0.2,0.2,sell,42161.4,BTC-30JAN24-39000-P,49.78,0.00046615,0.0004,3,1706393011399,281786391,11
8.0,8.0,sell,42157.01,BTC-9FEB24-37000-P,48.32,0.0025291,0.0025,3,1706393010715,281786377,351
0.5,0.5,sell,42150.32,BTC-29JAN24-40500-P,35.51,0.00042212,0.0003,2,1706392966135,281786282,106
0.1,0.1,sell,42151.92,BTC-23FEB24-48000-C,42.36,0.00900388,0.0085,1,1706392920610,281786257,1146
2.0,2.0,buy,42151.96,BTC-30JAN24-42000-C,32.23,0.01231238,0.0125,1,1706392791609,281786185,80
1.0,1.0,buy,42147.94,BTC-9FEB24-32000-P,65.79,0.0003863,0.0004,1,1706392616102,281786013,86
0.5,0.5,sell,42149.26,BTC-2FEB24-39000-C,50.03,0.07721535,0.078,0,1706392592161,281785981,103
0.2,0.2,sell,42145.63,BTC-27SEP24-60000-C,56.1,0.08252473,0.083,2,1706392522929,281785943,400
0.1,0.1,sell,42138.02,BTC-27SEP24-47000-C,53.87,0.1537672,0.155,2,1706392487491,281785820,77
0.2,0.2,buy,42141.47,BTC-27SEP24-37000-P,52.63,0.08392334,0.083,2,1706392347383,281785795,60
0.1,0.1,sell,42141.48,BTC-2FEB24-40500-P,38.62,0.00553664,0.005,2,1706392328845,281785792,116
0.3,0.3,buy,42141.29,BTC-27SEP24-35000-P,52.89,0.06740181,0.0665,2,1706392315071,281785788,89
0.6,0.6,buy,42139.41,BTC-28JUN24-39000-P,49.62,0.07444605,0.0735,2,1706392209028,281785750,137
0.1,0.1,sell,42149.94,BTC-23FEB24-36000-P,46.14,0.00508286,0.005,2,1706392084162,281785652,1189
0.7,0.7,sell,42149.94,BTC-23FEB24-41000-P,39.29,0.02765566,0.027,3,1706392083220,281785650,1008
0.1,0.1,sell,42150.37,BTC-2FEB24-44000-C,40.51,0.0058857,0.0055,0,1706392075248,281785640,996
0.1,0.1,sell,42161.08,BTC-2FEB24-46000-C,46.24,0.00179408,0.0016,1,1706392010690,281785607,955
0.1,0.1,sell,42162.3,BTC-23FEB24-40000-P,40.8,0.01977425,0.02,2,1706391930911,281785477,1022
0.1,0.1,buy,42148.72,BTC-16FEB24-44000-C,38.83,0.02015435,0.02,0,1706391822823,281785139,275
0.1,0.1,buy,42148.8,BTC-9FEB24-45000-C,40.39,0.00855811,0.0085,0,1706391818298,281785111,507
4.0,4.0,sell,42144.64,BTC-23FEB24-31000-P,62.18,0.00159936,0.0017,0,1706391755474,281785086,380
0.1,0.1,sell,42142.39,BTC-26APR24-30000-P,54.82,0.00946952,0.0095,3,1706391719412,281785067,57
0.2,0.2,sell,42130.53,BTC-23FEB24-37000-P,43.17,0.00693387,0.0065,3,1706391707971,281785004,1147
2.2,2.2,buy,42125.82,BTC-23FEB24-47000-C,42.59,0.01155151,0.012,1,1706391585821,281784863,1384
0.1,0.1,sell,42118.93,BTC-9FEB24-44000-C,39.2,0.01298418,0.013,0,1706391562371,281784846,708
1.0,1.0,sell,42127.14,BTC-29MAR24-38000-P,44.31,0.02689522,0.0265,3,1706391457665,281784791,598
0.2,0.2,buy,42111.62,BTC-28JAN24-41000-P,38.18,1.083e-05,0.0001,3,1706391293937,281784706,222
2.0,2.0,buy,42114.88,BTC-29MAR24-32000-P,51.37,0.0066915,0.007,3,1706391270442,281784698,580
0.1,0.1,buy,42120.51,BTC-27DEC24-120000-P,59.11,1.65290241,1.645,2,1706391264548,281784641,7
0.7,0.7,buy,42147.78,BTC-28JAN24-43500-C,52.33,0.00015801,0.0003,0,1706391199631,281784346,112
0.1,0.1,buy,42131.37,BTC-2FEB24-45000-C,43.87,0.00301535,0.003,1,1706391158170,281784181,1388
0.1,0.1,buy,42122.04,BTC-29MAR24-56000-C,49.54,0.01006304,0.01,1,1706391153553,281784101,63
2.0,2.0,buy,42121.39,BTC-28JUN24-50000-C,50.93,0.08026629,0.08,0,1706391132743,281784094,1951
1.1,1.1,buy,42109.21,BTC-2FEB24-40500-C,39.96,0.04458368,0.0445,1,1706391115392,281783982,149
2.0,2.0,buy,42101.36,BTC-30JAN24-44500-C,43.92,0.00086319,0.001,0,1706391046622,281783759,5
0.3,0.3,sell,42101.68,BTC-28JAN24-40500-C,65.48,0.03811123,0.0385,0,1706390995854,281783754,76
0.1,0.1,sell,42103.62,BTC-28JUN24-40000-P,50.15,0.08527148,0.085,2,1706390975466,281783732,291
0.1,0.1,sell,42081.88,BTC-29MAR24-27000-P,60.65,0.00243268,0.0025,2,1706390829598,281783612,829
0.1,0.1,buy,42074.42,BTC-9FEB24-43000-C,38.62,0.01998991,0.02,0,1706390764424,281783526,712
2.0,2.0,sell,42074.42,BTC-29MAR24-28000-P,58.72,0.00317488,0.0031,2,1706390764244,281783510,748
1.0,1.0,sell,42074.58,BTC-2FEB24-42500-P,39.65,0.02424881,0.0245,1,1706390762721,281783478,1
1.0,1.0,sell,42070.91,BTC-2FEB24-42000-P,39.36,0.01791011,0.018,2,1706390735430,281783438,572
0.1,0.1,sell,42070.91,BTC-29JAN24-41500-P,26.6,0.00185566,0.0019,2,1706390735428,281783436,110
4.2,4.2,sell,42059.75,BTC-29JAN24-42000-P,25.06,0.00530042,0.0055,1,1706390577168,281783344,102
0.1,0.1,buy,42048.41,BTC-27SEP24-30000-P,54.62,0.03691857,0.0365,2,1706390433199,281783314,159
5.0,5.0,sell,42044.96,BTC-9FEB24-38000-P,43.67,0.00375373,0.0036,2,1706390406035,281783305,610
0.1,0.1,buy,42038.0,BTC-2FEB24-39000-P,44.79,0.0020404,0.002,2,1706390100854,281783235,823
1.0,1.0,sell,42053.25,BTC-2FEB24-43000-P,39.94,0.03232781,0.0325,2,1706389431844,281782938,303
1.4,1.4,sell,42066.58,BTC-28JUN24-70000-C,57.06,0.02144564,0.022,3,1706389219588,281782810,848
0.3,0.3,buy,42064.12,BTC-9FEB24-42000-P,38.67,0.02651037,0.0265,3,1706389171479,281782770,55
0.1,0.1,sell,42026.49,BTC-16FEB24-34000-P,53.53,0.001734,0.0018,0,1706388693135,281782406,70
0.1,0.1,sell,42027.62,BTC-27SEP24-42000-C,53.13,0.19740687,0.198,1,1706388678462,281782403,90
0.1,0.1,sell,42028.37,BTC-29MAR24-75000-C,62.2,0.00171566,0.0016,3,1706388540517,281782395,689
0.3,0.3,buy,42032.28,BTC-30JAN24-45500-C,50.95,0.00037823,0.0005,1,1706388525586,281782391,1
0.4,0.4,buy,42026.5,BTC-27SEP24-55000-C,54.53,0.10204044,0.1015,2,1706388436992,281782379,243
0.2,0.2,sell,42031.51,BTC-23FEB24-40000-C,40.79,0.0746006,0.075,0,1706388379126,281782355,376
0.3,0.3,buy,42042.8,BTC-26APR24-37000-P,46.87,0.03454485,0.0335,3,1706388083692,281782186,30
0.1,0.1,sell,42050.21,BTC-27DEC24-40000-P,54.7,0.14031413,0.139,2,1706388037447,281782146,68
0.2,0.2,sell,42052.23,BTC-29JAN24-41000-P,31.12,0.00084616,0.0009,2,1706388008367,281782137,123
1.0,1.0,sell,42055.99,BTC-26APR24-50000-C,47.86,0.03978623,0.0405,0,1706387984562,281782114,131
0.1,0.1,buy,42063.06,BTC-26APR24-70000-C,55.81,0.00535304,0.0055,0,1706387939640,281782066,43
0.4,0.4,sell,42038.57,BTC-23FEB24-38000-P,42.21,0.00979956,0.01,3,1706387906597,281781924,1185
0.6,0.6,buy,42025.47,BTC-2FEB24-41000-P,39.48,0.00865411,0.009,3,1706387895584,281781862,967
1.0,1.0,buy,42008.14,BTC-28JAN24-42500-P,24.26,0.01201767,0.012,3,1706387853603,281781746,9
4.0,4.0,buy,42009.12,BTC-16FEB24-39000-P,40.43,0.01025354,0.01,3,1706387849811,281781732,166
0.5,0.5,sell,42009.71,BTC-28JAN24-41250-P,30.06,0.00013364,0.0002,3,1706387846613,281781727,40
0.1,0.1,buy,42009.37,BTC-2FEB24-40000-C,41.89,0.05254343,0.053,0,1706387811265,281781661,269
0.1,0.1,buy,41987.77,BTC-29JAN24-41500-C,22.7,0.01386539,0.0135,1,1706387762079,281781474,158
1.0,1.0,buy,41965.98,BTC-28JUN24-65000-C,54.62,0.02807915,0.0275,2,1706387549756,281781338,1848
0.7,0.7,sell,41982.26,BTC-26APR24-36000-P,47.36,0.02888652,0.028,2,1706387411694,281781314,39
0.2,0.2,buy,41981.43,BTC-28JUN24-36000-P,50.41,0.05084973,0.0505,3,1706387172357,281781216,175
0.2,0.2,sell,41965.85,BTC-28JUN24-41000-P,49.98,0.09720857,0.097,2,1706387101510,281780939,116
0.1,0.1,buy,41957.8,BTC-9FEB24-42000-C,38.98,0.0294883,0.0295,1,1706386749039,281780846,909
0.1,0.1,sell,41960.52,BTC-2FEB24-38500-P,44.95,0.00144184,0.0013,2,1706386711977,281780840,152
1.0,1.0,buy,41966.51,BTC-29MAR24-42000-C,43.72,0.07790593,0.0785,0,1706386041795,281780665,476
0.3,0.3,buy,41958.93,BTC-2FEB24-41500-C,38.18,0.02503161,0.025,1,1706385914497,281780596,21
0.3,0.3,buy,41960.44,BTC-29MAR24-70000-C,59.04,0.00245197,0.0023,3,1706385899500,281780528,967
0.2,0.2,sell,41935.69,BTC-29JAN24-44500-C,44.24,0.00027758,0.0002,2,1706385389801,281780321,24
0.5,0.5,sell,41949.99,BTC-26APR24-44000-C,46.72,0.08009531,0.081,0,1706385199889,281780237,24
0.1,0.1,buy,41942.08,BTC-29JAN24-40000-P,41.84,0.00026199,0.0004,1,1706385113091,281780211,80
0.5,0.5,buy,41940.77,BTC-23FEB24-43000-C,39.45,0.03386343,0.034,0,1706384931507,281780113,949
10.0,10.0,buy,41929.7,BTC-28JUN24-38000-P,50.3,0.06655166,0.0675,2,1706384778436,281780047,172
0.3,0.3,buy,41910.63,BTC-29MAR24-37000-P,45.25,0.02194771,0.0225,1,1706384139603,281779341,559
0.1,0.1,sell,41853.75,BTC-29JAN24-43500-C,34.59,0.00053379,0.0004,2,1706383754295,281778840,78
0.1,0.1,buy,41846.01,BTC-9FEB24-36000-P,50.19,0.00166734,0.0018,0,1706383267481,281778794,477
2.0,2.0,buy,41846.11,BTC-29MAR24-36000-P,45.43,0.01757128,0.0175,2,1706383251837,281778790,792
0.1,0.1,sell,41851.77,BTC-16FEB24-41000-P,38.3,0.02447964,0.024,2,1706383193586,281778780,100
0.1,0.1,sell,41852.1,BTC-29JAN24-45000-C,52.04,0.00019486,0.0002,3,1706382972925,281778723,87
0.1,0.1,sell,41794.17,BTC-26APR24-34000-P,49.46,0.02053496,0.0205,0,1706382320471,281778331,82
0.5,0.5,buy,41798.35,BTC-27DEC24-38000-P,54.39,0.1194823,0.119,2,1706382087569,281778293,23
0.5,0.5,buy,41795.22,BTC-27DEC24-36000-P,54.5,0.09983998,0.0995,3,1706381965842,281778253,16
0.1,0.1,buy,41793.41,BTC-27SEP24-23000-P,58.53,0.01450228,0.013,3,1706381836257,281778246,106
0.4,0.4,sell,41800.68,BTC-23FEB24-50000-C,45.93,0.00521957,0.005,2,1706381612306,281778186,1799
1.3,1.3,buy,41799.97,BTC-9FEB24-50000-C,53.34,0.00156745,0.0016,0,1706381585284,281778184,254
0.2,0.2,buy,41802.91,BTC-2FEB24-37000-P,52.84,0.00058896,0.0007,2,1706381056239,281778070,575
1.9,1.9,sell,41787.19,BTC-28JUN24-35000-P,51.31,0.04652037,0.046,3,1706380883227,281778018,309
2.0,2.0,sell,41786.79,BTC-28JUN24-32000-P,52.78,0.03005082,0.0295,2,1706380880268,281778017,250
2.0,2.0,sell,41786.92,BTC-28JUN24-33000-P,52.32,0.0349642,0.0345,2,1706380877065,281778016,166
2.0,2.0,sell,41795.64,BTC-28JUN24-34000-P,51.86,0.04115953,0.04,2,1706380584187,281777954,166
8.0,8.0,sell,41795.47,BTC-27SEP24-44000-C,53.29,0.17367459,0.1765,0,1706380582938,281777953,62
8.0,8.0,sell,41795.47,BTC-27SEP24-43000-C,53.21,0.18323664,0.186,0,1706380582812,281777952,67
0.1,0.1,sell,41795.47,BTC-27SEP24-34000-P,53.59,0.06113393,0.0625,3,1706380582475,281777950,56
1.0,1.0,buy,41798.71,BTC-9FEB24-54000-C,61.6,0.00064494,0.0006,1,1706380558678,281777940,51
2.0,2.0,sell,41779.0,BTC-2FEB24-41000-C,38.05,0.02990072,0.03,2,1706379484807,281777598,650
0.5,0.5,sell,41752.77,BTC-27DEC24-60000-C,57.74,0.12025773,0.1215,0,1706378935819,281777414,162
2.0,2.0,sell,41760.41,BTC-28JAN24-40500-P,37.17,6.472e-05,0.0001,3,1706378861861,281777377,120
1.0,1.0,buy,41755.77,BTC-23FEB24-30000-P,64.67,0.00128194,0.0015,3,1706378805127,281777366,650
0.1,0.1,buy,41762.27,BTC-29MAR24-40000-C,43.23,0.10121611,0.101,2,1706378714871,281777334,2238
0.2,0.2,buy,41776.61,BTC-16FEB24-38000-P,41.16,0.00705213,0.007,3,1706378526774,281777144,53
0.1,0.1,sell,41783.83,BTC-29MAR24-23000-P,68.76,0.0013297,0.0011,3,1706378427295,281777059,627
0.1,0.1,buy,41831.39,BTC-9FEB24-52000-C,58.57,0.0010388,0.0011,1,1706375940814,281776431,57
1.0,1.0,sell,41823.1,BTC-16FEB24-45000-C,40.3,0.01339155,0.013,3,1706375142127,281776194,26
4.0,4.0,sell,41814.72,BTC-29MAR24-47000-C,44.53,0.03472562,0.035,0,1706374971528,281776186,686
0.1,0.1,sell,41802.35,BTC-29JAN24-39500-P,37.65,0.00011791,0.0001,3,1706374382798,281776063,72
0.5,0.5,sell,41816.68,BTC-29MAR24-80000-C,66.49,0.00126006,0.0013,0,1706374058445,281775957,632
0.1,0.1,buy,41821.3,BTC-2FEB24-39500-P,39.63,0.00296596,0.0028,2,1706373961467,281775941,181
0.1,0.1,buy,41821.57,BTC-27DEC24-28000-P,55.74,0.04238195,0.041,2,1706373959517,281775940,86
0.1,0.1,buy,41825.44,BTC-2FEB24-50000-C,61.89,0.0002563,0.0003,3,1706373747452,281775869,540
0.1,0.1,buy,41824.76,BTC-2FEB24-49000-C,59.89,0.0004417,0.0005,0,1706373735475,281775868,677
0.1,0.1,buy,41864.53,BTC-30JAN24-41000-P,30.6,0.00319045,0.003,3,1706373002449,281775668,13
1.1,1.1,sell,41852.49,BTC-2FEB24-30000-P,98.38,1.198e-05,0.0001,2,1706372860123,281775650,218
1.0,1.0,sell,41862.68,BTC-27DEC24-50000-C,56.08,0.17405523,0.175,0,1706372690043,281775608,154
1.0,1.0,buy,41862.66,BTC-29MAR24-51000-C,46.86,0.01890542,0.0195,0,1706372054456,281775422,425
0.2,0.2,sell,41859.64,BTC-29MAR24-50000-C,45.42,0.0219091,0.0215,1,1706372027642,281775420,4594
2.0,2.0,buy,41865.04,BTC-26APR24-46000-C,46.15,0.06272455,0.062,0,1706371935696,281775381,60
0.1,0.1,buy,41861.84,BTC-23FEB24-54000-C,53.63,0.00267321,0.0029,0,1706371824566,281775375,684
0.5,0.5,buy,41862.05,BTC-9FEB24-48000-C,46.83,0.00246362,0.0025,0,1706371820167,281775373,471
1.0,1.0,buy,41810.53,BTC-23FEB24-62000-C,63.94,0.0007592,0.0009,0,1706371355692,281775233,319
0.1,0.1,sell,41812.51,BTC-28JUN24-49000-C,51.75,0.08551924,0.0865,1,1706371049363,281775182,188
1.4,1.4,buy,41812.61,BTC-23FEB24-46000-C,41.26,0.01369111,0.014,0,1706371034905,281775181,1181
0.1,0.1,sell,41818.2,BTC-9FEB24-33000-P,58.86,0.00060228,0.0005,3,1706370974506,281775176,49
1.0,1.0,sell,41818.88,BTC-23FEB24-39000-C,40.71,0.08795396,0.0885,2,1706370936904,281775169,119
1.0,1.0,buy,41817.2,BTC-23FEB24-35000-P,46.97,0.00357466,0.0038,2,1706370887838,281775167,1015
1.0,1.0,sell,41829.48,BTC-28JUN24-55000-C,52.79,0.05499695,0.0555,0,1706370763619,281775130,1098
1.0,1.0,buy,41865.84,BTC-28JUN24-80000-C,59.02,0.01222734,0.012,2,1706370487078,281774936,403
0.2,0.2,buy,41861.67,BTC-23FEB24-55000-C,53.93,0.00213798,0.0022,0,1706370441411,281774908,82
0.1,0.1,sell,41882.1,BTC-30JAN24-44000-C,34.35,0.00080563,0.0006,2,1706370331830,281774867,2
0.1,0.1,buy,41881.22,BTC-23FEB24-49000-C,44.49,0.00635168,0.0065,0,1706370330879,281774866,1085
0.1,0.1,sell,41848.99,BTC-28JUN24-47000-C,51.49,0.0996418,0.101,2,1706369874713,281774468,355
0.1,0.1,buy,41843.34,BTC-26APR24-43000-P,45.89,0.09356681,0.093,2,1706369762822,281774414,6
2.4,2.4,buy,41848.14,BTC-16FEB24-42000-P,38.16,0.0352119,0.035,3,1706369747954,281774403,34
0.1,0.1,sell,41850.71,BTC-26APR24-47000-C,46.97,0.05512634,0.056,0,1706369744425,281774387,58
0.1,0.1,buy,41852.53,BTC-29MAR24-45000-C,43.65,0.04710367,0.048,0,1706369705067,281774373,3138
0.2,0.2,buy,41850.51,BTC-29MAR24-34000-P,48.28,0.01105848,0.0115,2,1706369471451,281774346,388
1.0,1.0,sell,41791.1,BTC-27SEP24-180000-C,72.43,0.00557534,0.0035,2,1706368653484,281773800,3
1.1,1.1,sell,41790.52,BTC-23FEB24-27000-P,74.7,0.00087227,0.0008,3,1706368599017,281773795,155
1.0,1.0,sell,41791.21,BTC-23FEB24-28000-P,70.38,0.00096553,0.0009,2,1706368573685,281773792,336
1.0,1.0,buy,41769.36,BTC-9FEB24-41000-C,39.09,0.04067106,0.0405,2,1706367222385,281773406,304
5.0,5.0,buy,41743.01,BTC-27SEP24-39000-P,52.26,0.10399934,0.105,3,1706367111670,281773383,32
1.0,1.0,sell,41753.88,BTC-27DEC24-70000-C,58.59,0.08696505,0.0855,0,1706367081464,281773350,152
1.0,1.0,sell,41753.88,BTC-27DEC24-65000-C,58.09,0.10245701,0.1015,2,1706367080092,281773349,95
1.0,1.0,buy,41755.78,BTC-26APR24-44000-P,46.13,0.10841292,0.108,2,1706367059171,281773345,5
0.5,0.5,sell,41795.83,BTC-28JUN24-140000-C,73.56,0.00262667,0.0019,0,1706366934346,281773254,177
2.0,2.0,sell,41799.66,BTC-28JUN24-37000-P,51.05,0.06243744,0.061,0,1706366922916,281773245,168
1.0,1.0,sell,41806.54,BTC-29MAR24-41000-P,43.2,0.05339554,0.0535,2,1706366843714,281773243,617
2.2,2.2,buy,41801.75,BTC-29MAR24-65000-C,55.49,0.00369243,0.0034,3,1706366819074,281773237,1816
3.3,3.3,buy,41807.74,BTC-29MAR24-55000-C,48.62,0.01103709,0.0105,3,1706366789126,281773217,1973
1.0,1.0,sell,41755.96,BTC-27DEC24-30000-P,54.09,0.05420534,0.05,2,1706365159041,281772796,51
1.0,1.0,buy,41755.05,BTC-23FEB24-53000-C,51.14,0.00288922,0.003,2,1706365081508,281772762,278
5.8,5.8,buy,41759.5,BTC-29MAR24-31000-P,52.52,0.00619841,0.006,2,1706364972584,281772759,504
0.1,0.1,buy,41737.55,BTC-30JAN24-40500-P,31.66,0.00194221,0.0018,2,1706364693228,281772719,10
0.1,0.1,sell,41757.46,BTC-23FEB24-25000-P,84.49,0.00067287,0.0007,3,1706364486789,281772676,175
0.1,0.1,sell,41757.46,BTC-23FEB24-24000-P,88.7,0.00057133,0.0006,1,1706364486785,281772675,161
5.8,5.8,buy,41748.1,BTC-29MAR24-52000-C,47.0,0.01582813,0.016,2,1706364422511,281772655,397
2.0,2.0,sell,41739.79,BTC-16FEB24-52000-C,51.9,0.00215359,0.002,2,1706364019876,281772202,15
0.4,0.4,sell,41729.19,BTC-23FEB24-45000-C,39.75,0.01697182,0.0175,1,1706363904296,281772170,1273
0.2,0.2,sell,41734.42,BTC-16FEB24-43000-C,38.73,0.02556941,0.025,0,1706363818220,281772161,144
5.0,5.0,sell,41728.44,BTC-27DEC24-40000-C,55.24,0.26146243,0.26,0,1706362204039,281771638,275
10.0,10.0,buy,41743.81,BTC-16FEB24-37000-P,42.89,0.00478054,0.0047,2,1706362041749,281771573,64
0.1,0.1,sell,41774.4,BTC-28JUN24-58000-C,53.59,0.04393342,0.045,0,1706361631799,281771203,216
1.3,1.3,sell,41774.73,BTC-26APR24-41000-P,46.53,0.07175187,0.071,2,1706361592002,281771190,148
