amount,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.1,sell,30208.11,BTC-25AUG23-28000-C,44.67,0.10191575,0.105,0,1689480346544,261122073,263
0.1,sell,30206.13,BTC-25AUG23-38000-P,49.83,0.25684158,0.257,0,1689480307133,261122066,2
0.1,buy,30202.17,BTC-25AUG23-26000-C,44.27,0.15513138,0.155,2,1689480086309,261121966,378
0.1,sell,30194.97,BTC-25AUG23-40000-P,0.0,0.32034614,0.3155,0,1689480016294,261121942,3
0.7,sell,30224.98,BTC-29DEC23-50000-C,56.36,0.0243832,0.024,2,1689477849210,261121411,1371
1.0,buy,30230.21,BTC-16JUL23-30000-C,27.38,0.0081838,0.008,1,1689476602548,261121095,50
1.0,buy,30284.32,BTC-17JUL23-31000-P,30.56,0.02396032,0.024,3,1689475744767,261120747,36
0.2,sell,30326.74,BTC-16JUL23-31000-P,0.0,0.02226651,0.022,3,1689475561805,261120557,96
0.2,sell,30193.02,BTC-21JUL23-34000-P,0.0,0.12538594,0.1245,3,1689475041205,261119857,29
0.1,sell,30148.81,BTC-16JUL23-29750-P,33.77,0.00021913,0.0002,0,1689474767474,261119418,104
0.2,sell,30098.7,BTC-21JUL23-33500-P,40.52,0.11247589,0.112,1,1689474124942,261118922,16
1.0,buy,30096.89,BTC-16JUL23-30500-P,36.15,0.0134567,0.0135,0,1689474098304,261118630,119
2.2,buy,30197.26,BTC-4AUG23-28500-P,38.62,0.0129955,0.0125,1,1689473756465,261117209,70
0.1,buy,30206.79,BTC-4AUG23-32000-P,40.75,0.07094523,0.072,0,1689473754653,261117097,22
1.0,buy,30259.24,BTC-29DEC23-26000-P,49.59,0.05665803,0.057,0,1689473752219,261116861,340
1.0,sell,30290.63,BTC-25AUG23-44000-C,56.7,0.00231513,0.0022,2,1689471857290,261116248,241
0.1,buy,30282.87,BTC-17JUL23-27000-C,0.0,0.10863096,0.0815,1,1689471751213,261116194,1
1.6,buy,30317.29,BTC-29DEC23-75000-C,65.65,0.00599762,0.006,2,1689470007202,261115746,278
1.2,sell,30314.74,BTC-21JUL23-24000-P,83.67,0.000324,0.0003,3,1689469684631,261115690,34
0.1,sell,30307.24,BTC-4AUG23-39000-C,52.55,0.00095582,0.001,2,1689469038592,261115637,36
0.6,sell,30296.56,BTC-16JUL23-31000-C,39.81,2.11e-05,0.0001,3,1689468202831,261115456,335
2.2,sell,30297.07,BTC-29DEC23-16000-P,60.03,0.00598563,0.006,0,1689467621294,261115424,359
