amount,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.0,,,sell,25862.58,BTC-29DEC23-16000-P,58.98,,0.00724196,0.007,2,1694286154527,264351832,448
0.1,,,buy,25861.18,BTC-27OCT23-20000-P,52.04,,0.00596638,0.006,0,1694285487793,264351799,275
0.3,,,sell,25863.28,BTC-27OCT23-31000-C,43.01,,0.0115175,0.011,1,1694285367157,264351797,853
0.1,,,sell,25857.46,BTC-22SEP23-17000-P,87.62,,0.00028717,0.0002,2,1694284677387,264351737,4
0.1,,,sell,25857.46,BTC-22SEP23-32000-C,46.02,,0.00032601,0.0002,2,1694284669492,264351736,41
0.9,,,sell,25846.08,BTC-28JUN24-85000-C,68.26,,0.01336615,0.012,2,1694284320741,264351659,40
1.0,,,sell,25859.51,BTC-29SEP23-20000-P,60.87,,0.0013975,0.0016,1,1694283890956,264351617,2019
1.0,,,buy,25862.08,BTC-10SEP23-25250-P,30.32,,2.477e-05,0.0001,3,1694283614096,264351581,77
0.7,,,sell,25864.11,BTC-12SEP23-24000-P,51.44,,0.0007055,0.0007,0,1694283136260,264351567,5
0.1,,,sell,25873.6,BTC-28JUN24-65000-C,63.99,,0.02346425,0.023,1,1694282616385,264351541,100
0.1,,,buy,25883.76,BTC-22SEP23-25500-P,31.5,,0.01589,0.016,3,1694281760084,264351485,302
0.2,,,buy,25876.95,BTC-11SEP23-25750-P,19.22,,0.00287735,0.0029,1,1694281029502,264351460,68
0.8,,,buy,25878.4,BTC-10SEP23-25500-P,24.57,,0.00023244,0.0003,0,1694280996533,264351454,109
0.1,,,buy,25874.79,BTC-12SEP23-24500-P,43.79,,0.00100014,0.0011,0,1694280532007,264351415,5
0.2,,,sell,25886.69,BTC-22SEP23-28000-C,33.07,,0.00321963,0.0032,0,1694279859488,264351375,361
0.2,,,sell,25883.26,BTC-15SEP23-24500-P,37.93,,0.00284732,0.0027,0,1694279638901,264351365,435
0.1,,,sell,25899.12,BTC-29SEP23-28000-P,35.43,,0.08654863,0.087,0,1694279381262,264351286,2021
0.4,,,sell,25898.04,BTC-12SEP23-26500-C,24.27,,0.00155932,0.0014,1,1694279222491,264351278,19
0.2,,,sell,25893.71,BTC-29SEP23-23000-P,42.67,,0.00524527,0.005,3,1694278796015,264351262,2074
0.1,,,buy,25895.27,BTC-22SEP23-28500-C,34.5,,0.00202206,0.0021,1,1694278389941,264351243,275
0.1,,,sell,25895.57,BTC-29SEP23-24000-P,38.54,,0.00900269,0.009,1,1694278389229,264351242,2770
0.1,,,sell,25890.04,BTC-29DEC23-20000-P,48.81,,0.01961937,0.019,2,1694277840301,264351191,1262
0.1,,,sell,25890.04,BTC-29DEC23-21000-P,47.16,,0.02517419,0.025,2,1694277840272,264351190,724
0.1,,,buy,25892.27,BTC-29SEP23-26000-P,31.95,,0.0304371,0.0305,0,1694277818244,264351188,3314
1.0,,,buy,25902.88,BTC-15SEP23-29000-C,47.71,,0.00056882,0.0007,0,1694277342540,264351068,475
0.6,,,buy,25919.61,BTC-10SEP23-25750-C,14.65,,0.00703335,0.007,1,1694277182728,264350955,111
2.7,,,buy,25903.0,BTC-11SEP23-24500-P,43.31,,0.00012024,0.0003,1,1694276953289,264350810,54
0.1,,,buy,25903.01,BTC-29SEP23-27500-C,33.27,,0.01024668,0.0105,1,1694276858792,264350805,751
0.1,,,buy,25899.73,BTC-29SEP23-22000-P,49.0,,0.00327755,0.0034,3,1694276638338,264350767,1910
1.6,,,sell,25898.09,BTC-29DEC23-25000-P,41.78,,0.06825303,0.0675,3,1694276315872,264350751,1382
1.0,,,buy,25896.92,BTC-28JUN24-20000-P,50.76,,0.05909303,0.06,2,1694276121990,264350740,284
0.2,,,sell,25897.29,BTC-29DEC23-26000-C,41.3,,0.09555459,0.095,3,1694276110000,264350738,643
0.1,,,sell,25878.32,BTC-22SEP23-29000-C,35.65,,0.00142136,0.0013,1,1694275817906,264350696,177
0.1,,,sell,25881.44,BTC-22SEP23-25500-C,31.38,,0.03178822,0.032,0,1694275685382,264350688,140
0.3,,,sell,25881.54,BTC-29SEP23-28500-C,35.62,,0.00570277,0.0055,1,1694275662284,264350682,581
0.1,,,buy,25885.38,BTC-24NOV23-25000-C,39.55,,0.09524388,0.094,0,1694275595543,264350680,19
0.1,,,sell,25904.12,BTC-29SEP23-31000-C,44.15,,0.00193771,0.0019,2,1694274981489,264350533,3914
0.3,,,buy,25900.77,BTC-24NOV23-26000-P,39.14,,0.06853896,0.068,2,1694274967872,264350520,203
6.8,,,buy,25901.96,BTC-15SEP23-27500-C,33.6,,0.00140842,0.0015,0,1694274916233,264350483,838
0.3,,,sell,25902.94,BTC-29DEC23-65000-C,72.62,,0.00239226,0.0025,3,1694274803278,264350454,531
2.6,,,sell,25903.21,BTC-24NOV23-31000-C,42.19,,0.02166492,0.0215,0,1694274798075,264350452,111
0.6,,,sell,25897.96,BTC-29SEP23-29000-P,0.0,,0.12155816,0.1095,2,1694274435987,264350338,1729
3.9,,,sell,25893.8,BTC-15SEP23-23500-P,45.93,,0.00117153,0.001,2,1694274398736,264350332,262
0.1,,,sell,25879.55,BTC-22SEP23-29500-C,37.37,,0.00094623,0.0009,2,1694273907294,264350029,118
0.1,,,sell,25874.55,BTC-22SEP23-30000-C,39.66,,0.00074982,0.0007,2,1694273851964,264350025,142
0.1,,,sell,25873.87,BTC-15SEP23-28500-C,41.97,,0.00074508,0.0007,3,1694273804415,264350013,499
1.8,,,sell,25881.52,BTC-22SEP23-19000-P,77.46,,0.00069558,0.0007,3,1694273578792,264350001,22
0.1,,,sell,25877.09,BTC-15SEP23-20000-P,83.52,,0.00028473,0.0002,1,1694273553270,264349995,42
2.5,,,buy,25876.68,BTC-24NOV23-36000-C,47.92,,0.0077858,0.008,3,1694273520378,264349990,97
2.4,,,buy,25876.91,BTC-24NOV23-33000-C,44.02,,0.01338975,0.0135,3,1694273517978,264349989,73
0.2,,,buy,25871.91,BTC-22SEP23-22000-P,51.38,,0.001622,0.0016,3,1694273390796,264349953,81
0.1,,,buy,25872.08,BTC-27OCT23-25000-P,38.21,,0.03642975,0.0365,0,1694273275999,264349943,1034
0.5,,,buy,25872.55,BTC-29SEP23-30000-C,41.35,,0.00270431,0.0029,1,1694273256329,264349938,5817
0.1,,,buy,25882.2,BTC-15SEP23-23000-P,53.83,,0.00096956,0.001,0,1694273166739,264349793,165
3.8,,,sell,25879.66,BTC-15SEP23-32000-C,63.4,,0.00021228,0.0001,3,1694273077857,264349744,233
2.1,,,sell,25879.62,BTC-24NOV23-28000-C,39.33,,0.04409016,0.0435,3,1694273076527,264349743,202
0.1,,,sell,25878.93,BTC-12SEP23-23500-P,50.92,,0.00034761,0.0002,2,1694272933626,264349727,2
0.1,,,buy,25890.33,BTC-24NOV23-40000-C,53.11,,0.00449106,0.0047,0,1694272845914,264349696,98
0.3,,,buy,25887.55,BTC-28JUN24-50000-C,57.68,,0.03777137,0.0385,2,1694272837926,264349694,356
3.8,,,sell,25883.11,BTC-10SEP23-27500-C,60.21,,3.1e-06,0.0001,3,1694272409126,264349613,23
0.5,,,buy,25900.02,BTC-29DEC23-38000-C,50.29,,0.01411724,0.014,3,1694271930299,264349365,651
1.2,,,sell,25907.73,BTC-29DEC23-27000-C,41.31,,0.07862006,0.0785,2,1694271883412,264349261,861
1.6,,,sell,25875.63,BTC-27OCT23-24000-P,40.61,,0.02553306,0.0255,2,1694271868968,264349165,898
2.6,,,buy,25848.71,BTC-15SEP23-24000-P,43.2,,0.00176045,0.002,1,1694271042230,264348932,478
6.0,,,buy,25844.7,BTC-22SEP23-23000-P,44.7,,0.00246857,0.0028,0,1694270995770,264348915,138
2.0,,,buy,25844.66,BTC-22SEP23-22500-P,47.38,,0.00186289,0.002,3,1694270992252,264348914,61
1.2,,,buy,25844.46,BTC-22SEP23-27500-C,30.99,,0.00448126,0.0045,2,1694270987107,264348912,363
1.2,,,sell,25835.31,BTC-29SEP23-38000-C,61.7,,0.00028481,0.0002,3,1694270005249,264348774,1282
0.1,BTC-CCOND-15SEP23-23000_24000_27000_28000,264348745,buy,25836.51,BTC-15SEP23-24000-C,42.94,,0.07314589,0.0734,2,1694269636107,264348746,6
0.1,BTC-CCOND-15SEP23-23000_24000_27000_28000,264348745,sell,25836.51,BTC-15SEP23-23000-C,49.86,,0.1110389,0.1108,2,1694269636107,264348747,6
0.5,,,sell,25822.6,BTC-29SEP23-34000-C,55.29,,0.000843,0.0009,2,1694268329238,264348634,2214
0.8,,,buy,25821.16,BTC-10SEP23-28000-C,74.6,,1.77e-06,0.0001,3,1694267599559,264348524,26
0.8,,,buy,25821.13,BTC-10SEP23-27000-C,49.29,,7.72e-06,0.0002,0,1694267599062,264348523,83
0.2,,,buy,25815.62,BTC-22SEP23-26000-C,29.14,,0.01926173,0.019,3,1694267111978,264348454,685
0.6,,,sell,25815.73,BTC-22SEP23-23500-P,41.15,,0.00366315,0.0038,1,1694267088905,264348447,121
10.0,,,buy,25814.32,BTC-22SEP23-37000-C,67.54,,2.36e-05,0.0001,1,1694267035936,264348439,1
0.3,,,buy,25824.38,BTC-22SEP23-26000-P,29.8,,0.02485349,0.025,1,1694266887748,264348209,231
0.1,,,buy,25835.51,BTC-10SEP23-26250-P,25.77,,0.01625531,0.0165,0,1694266887336,264348151,25
3.0,,,buy,25838.43,BTC-11SEP23-27500-C,38.75,,2.801e-05,0.0001,3,1694266600533,264348027,38
0.2,,,buy,25833.12,BTC-29SEP23-37000-C,60.48,,0.00042181,0.0003,3,1694266333634,264347951,1160
1.9,,,sell,25833.78,BTC-29SEP23-40000-C,71.79,,0.00033901,0.0003,2,1694266284598,264347934,3632
0.1,,,buy,25841.89,BTC-29DEC23-27000-P,41.31,,0.10836637,0.108,0,1694266056101,264347793,735
0.1,,,buy,25838.49,BTC-27OCT23-36000-C,51.6,,0.00360884,0.0036,0,1694265951723,264347668,607
0.1,,,buy,25850.68,BTC-15SEP23-17000-P,119.91,,2.339e-05,0.0001,3,1694264498696,264347385,11
0.7,,,sell,25854.29,BTC-29DEC23-34000-C,45.85,,0.02324087,0.0225,3,1694263753382,264347332,994
0.1,,,sell,25852.09,BTC-29SEP23-19000-P,64.36,,0.00101468,0.0009,2,1694263307584,264347277,1562
0.1,,,sell,25853.54,BTC-12SEP23-27500-C,30.46,,0.00018093,0.0001,3,1694262746328,264347238,4
0.2,,,buy,25853.43,BTC-22SEP23-21500-P,53.99,,0.00127432,0.0012,0,1694262447586,264347215,32
3.4,,,buy,25855.76,BTC-11SEP23-26250-C,20.94,,0.00194827,0.0012,1,1694261863575,264347171,37
4.0,,,sell,25866.75,BTC-29DEC23-45000-C,56.83,,0.00750308,0.007,3,1694259244296,264346957,1858
0.4,,,buy,25854.57,BTC-29DEC23-50000-C,61.43,,0.00550381,0.005,3,1694258958610,264346882,1697
2.8,,,sell,25854.6,BTC-29SEP23-45000-C,84.64,,7.154e-05,0.0002,1,1694258941584,264346876,1620
0.8,,,buy,25854.25,BTC-29SEP23-50000-C,98.66,,4.482e-05,0.0002,0,1694258766125,264346859,1720
0.4,,,buy,25853.57,BTC-29DEC23-36000-C,48.58,,0.01783794,0.018,3,1694258685524,264346854,951
3.3,,,sell,25852.1,BTC-29MAR24-35000-C,49.91,,0.05569231,0.0555,3,1694258227569,264346832,350
1.3,,,buy,25863.73,BTC-29DEC23-35000-C,47.52,,0.02011569,0.0205,2,1694257211008,264346682,2050
1.0,,,buy,25883.51,BTC-24NOV23-22000-P,44.95,,0.02059458,0.021,3,1694252495980,264345408,162
1.1,,,sell,25877.34,BTC-22SEP23-24500-P,33.88,,0.00696397,0.0065,3,1694251900358,264345237,395
4.0,,,sell,25867.26,BTC-29MAR24-120000-C,80.07,,0.00245983,0.0022,3,1694250508670,264344910,190
3.0,,,sell,25867.18,BTC-28JUN24-100000-C,72.42,,0.01060685,0.0095,3,1694250425919,264344898,335
1.3,,,sell,25870.99,BTC-29SEP23-35000-C,57.52,,0.00069512,0.0007,3,1694249949849,264344824,3567
0.2,,,sell,25872.66,BTC-29SEP23-32000-C,47.0,,0.00143227,0.0013,2,1694249773715,264344812,4279
1.0,,,sell,25867.98,BTC-24NOV23-20000-P,48.92,,0.01152025,0.011,2,1694248205262,264344249,99
1.7,,,buy,25870.83,BTC-29DEC23-22000-P,45.4,,0.03254646,0.0325,2,1694248186873,264344239,822
0.1,,,buy,25871.24,BTC-15SEP23-25500-C,33.69,,0.02285479,0.0255,0,1694248135767,264344229,368
0.1,,,buy,25869.73,BTC-29SEP23-25500-C,31.22,,0.03896334,0.038,2,1694247543506,264343958,185
0.3,,,buy,25868.08,BTC-10SEP23-27000-P,54.17,,0.04372401,0.0445,0,1694247097114,264343890,3
0.9,,,sell,25869.28,BTC-29DEC23-28000-C,41.86,,0.064717,0.065,2,1694247009691,264343868,803
1.4,,,buy,25870.38,BTC-29DEC23-33000-C,44.97,,0.02695449,0.0265,2,1694246942740,264343848,1224
0.1,,,sell,25876.15,BTC-10SEP23-25500-C,20.15,,0.01545813,0.015,3,1694246718161,264343781,8
0.2,,,buy,25873.45,BTC-15SEP23-26500-P,27.17,,0.02899941,0.029,2,1694246560489,264343646,186
0.1,,,sell,25872.99,BTC-15SEP23-30000-C,51.08,,0.00039146,0.0003,2,1694245099701,264342977,433
0.9,,,buy,25871.16,BTC-29DEC23-26000-P,41.6,,0.08633119,0.0865,3,1694243759182,264342829,989
0.3,,,sell,25868.86,BTC-9SEP23-26000-C,30.36,,8.306e-05,0.0001,3,1694242501279,264342661,464
0.4,,,buy,25868.07,BTC-29DEC23-100000-C,91.58,,0.00093432,0.0012,1,1694241993381,264342618,591
1.2,,,buy,25868.28,BTC-29MAR24-26000-P,46.61,,0.12634184,0.1265,2,1694241922168,264342601,204
0.1,,,sell,25863.0,BTC-10SEP23-26750-C,29.5,,0.0001834,0.0001,3,1694241238583,264342507,72
0.1,,,buy,25858.75,BTC-9SEP23-25750-P,26.0,,0.00017425,0.0002,0,1694240594939,264342417,458
3.0,BTC-CCOND-15SEP23-25000_25500_26000_26500,264342350,buy,25853.06,BTC-15SEP23-25000-C,30.86,,0.03748046,0.0376,2,1694239728583,264342351,13
0.1,,,sell,25841.46,BTC-9SEP23-26000-P,49.19,,0.00621927,0.007,2,1694239167565,264342306,230
0.1,,,buy,25861.17,BTC-29MAR24-60000-C,62.55,,0.01146934,0.011,1,1694238291955,264342048,382
0.3,BTC-CCOND-10SEP23-25250_25750_26500_27000,264341946,buy,25868.79,BTC-10SEP23-25250-C,32.35,,0.02428488,0.0247,2,1694237068419,264341948,9
0.2,,,buy,25864.65,BTC-9SEP23-26250-C,51.25,,3.331e-05,0.0003,0,1694234556076,264341254,312
3.3,,,buy,25863.56,BTC-29SEP23-17000-P,79.15,,0.00053433,0.0006,2,1694234527180,264341242,807
0.1,,,buy,25861.82,BTC-29SEP23-18000-P,73.51,,0.00074139,0.0009,1,1694233191366,264340968,1040
0.1,,,sell,25868.18,BTC-9SEP23-25750-C,30.7,,0.00514887,0.0055,0,1694232148790,264340838,239
0.1,,,sell,25870.08,BTC-24NOV23-21000-P,48.03,,0.01670592,0.0165,2,1694229176806,264340451,132
2.5,,,sell,25878.97,BTC-29DEC23-5000-P,107.83,,0.00039471,0.0002,2,1694228103430,264340259,313
0.1,,,buy,25864.24,BTC-29SEP23-26500-P,32.83,T,0.04276045,0.0435,0,1694225973011,264340061,281
1.1,,,sell,25864.54,BTC-29MAR24-55000-C,61.26,,0.01506546,0.015,2,1694225205586,264339895,332
2.0,,,sell,25865.24,BTC-9SEP23-26500-C,46.39,,0.00012628,0.0001,3,1694225141461,264339881,275
0.1,,,sell,25874.03,BTC-28JUN24-34000-C,49.1,,0.0954732,0.0915,2,1694223322975,264339574,55
2.1,,,buy,25863.76,BTC-10SEP23-25000-P,32.7,,0.00028879,0.0003,3,1694222629228,264339363,95
1.0,,,buy,25873.69,BTC-9SEP23-25250-P,44.08,,6.891e-05,0.0001,3,1694222402098,264339305,158
0.3,,,sell,25869.59,BTC-9SEP23-25500-P,27.97,,7.877e-05,0.0001,3,1694221718152,264339228,263
