amount,contracts,direction,index_price,instrument_name,iv,liquidation,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
2.7,2.7,sell,42906.52,BTC-26JAN24-52000-C,60.02,,0.00227125,0.0022,2,1705185688646,280142168,2304
0.1,0.1,sell,42908.47,BTC-23FEB24-50000-C,53.01,,0.02299528,0.0225,2,1705185652002,280142141,1327
5.0,5.0,buy,42916.75,BTC-26JAN24-49000-C,55.75,,0.00521991,0.0055,1,1705185607573,280142118,1338
0.1,0.1,sell,42916.85,BTC-26JAN24-64000-C,83.54,,0.00030879,0.0003,2,1705185603019,280142117,369
0.3,0.3,sell,42956.29,BTC-2FEB24-45000-C,50.04,,0.02910765,0.029,0,1705185406878,280142000,57
0.5,0.5,sell,42923.09,BTC-29MAR24-42000-C,53.9,,0.11651122,0.117,0,1705185280558,280141937,287
0.1,0.1,sell,42923.09,BTC-19JAN24-45500-C,51.9,,0.00651351,0.0065,1,1705185280363,280141936,278
0.2,0.2,buy,42917.46,BTC-27DEC24-65000-C,62.43,,0.12720084,0.13,0,1705185265488,280141935,52
0.2,0.2,buy,42941.58,BTC-16JAN24-44000-C,44.13,,0.00527149,0.0055,1,1705184862294,280141779,42
0.1,0.1,sell,42948.11,BTC-2FEB24-65000-C,74.41,,0.00070331,0.0006,2,1705184810121,280141745,41
0.9,0.9,buy,42948.98,BTC-15JAN24-45500-C,50.11,,0.00034052,0.0004,2,1705184732921,280141741,58
0.1,0.1,sell,42929.2,BTC-2FEB24-42000-P,51.58,,0.03487529,0.0345,3,1705184699828,280141702,171
0.7,0.7,buy,42931.11,BTC-15JAN24-41000-P,54.73,,0.00105898,0.0013,0,1705184556201,280141638,76
1.0,1.0,sell,42946.37,BTC-19JAN24-49000-C,64.62,,0.00165682,0.0017,1,1705184529675,280141614,941
0.1,0.1,buy,42948.19,BTC-14JAN24-43500-C,37.37,,0.00068994,0.001,0,1705184518861,280141606,273
0.1,0.1,buy,42969.18,BTC-29MAR24-41000-P,53.41,,0.06499019,0.065,2,1705184495651,280141594,252
3.4,3.4,buy,42958.84,BTC-16JAN24-43000-C,43.6,,0.01365667,0.014,2,1705184114690,280141337,12
0.1,0.1,sell,42964.39,BTC-19JAN24-55000-C,79.69,,0.00024772,0.0002,2,1705184073087,280141306,954
0.1,0.1,buy,42986.9,BTC-19JAN24-51000-C,72.39,,0.00084561,0.001,1,1705183942724,280141181,691
0.7,0.7,buy,43004.86,BTC-29MAR24-40000-C,53.98,,0.14354561,0.1435,0,1705183874044,280141118,2118
0.4,0.4,buy,42997.32,BTC-28JUN24-90000-C,67.02,,0.01675276,0.017,1,1705183850486,280140989,274
1.0,1.0,sell,42967.11,BTC-26JAN24-35000-P,71.66,,0.00297317,0.0029,3,1705183770168,280140912,1994
0.1,0.1,buy,43007.68,BTC-26JAN24-46000-C,50.24,,0.01423071,0.014,0,1705183501399,280140621,3305
0.5,0.5,sell,43007.68,BTC-27DEC24-53000-C,60.47,,0.18571198,0.1865,0,1705183501156,280140620,24
0.1,0.1,buy,43010.78,BTC-26JAN24-45000-C,50.0,,0.02015765,0.02,1,1705183455589,280140365,2121
0.5,0.5,buy,42990.97,BTC-26JAN24-43000-C,51.47,,0.03931817,0.0395,0,1705183454658,280140306,1644
0.4,0.4,sell,42970.73,BTC-23FEB24-35000-P,59.73,,0.0124382,0.0125,3,1705183411301,280140130,355
1.0,1.0,buy,42960.67,BTC-14JAN24-43000-P,23.53,,0.00400736,0.0036,3,1705183201983,280139992,613
0.1,0.1,sell,42963.99,BTC-28JUN24-75000-C,62.38,,0.03036205,0.029,3,1705183083489,280139902,737
0.1,0.1,sell,42963.99,BTC-28JUN24-80000-C,63.72,,0.02457923,0.0235,3,1705183083487,280139900,369
0.1,0.1,sell,42963.99,BTC-28JUN24-85000-C,64.75,,0.02007194,0.019,3,1705183083485,280139898,662
0.1,0.1,sell,42963.99,BTC-28JUN24-100000-C,67.96,,0.01176274,0.011,3,1705183083485,280139899,876
0.1,0.1,sell,42964.06,BTC-28JUN24-70000-C,61.08,,0.03769991,0.0365,3,1705183079241,280139896,731
0.1,0.1,sell,42963.88,BTC-28JUN24-95000-C,66.35,,0.01355896,0.0125,2,1705183076425,280139894,332
0.1,0.1,sell,42962.99,BTC-26JAN24-47000-C,50.84,,0.00994825,0.0095,2,1705182991888,280139831,2344
0.2,0.2,sell,42924.91,BTC-23FEB24-42000-P,52.9,,0.05374561,0.054,0,1705182733713,280139675,467
0.1,0.1,buy,42922.96,BTC-23FEB24-54000-C,55.57,,0.01212317,0.012,0,1705182731848,280139672,461
0.2,0.2,buy,42884.83,BTC-23FEB24-43000-C,52.04,,0.07322566,0.073,0,1705182708524,280139640,306
0.9,0.9,sell,42831.63,BTC-19JAN24-38000-P,71.12,,0.00286728,0.003,0,1705182565831,280139582,764
0.1,0.1,sell,42862.08,BTC-15JAN24-40000-P,61.12,,0.00059534,0.0005,3,1705182524381,280139532,40
0.7,0.7,buy,42861.95,BTC-19JAN24-41000-P,56.06,,0.01023724,0.01,2,1705182523567,280139531,1059
0.3,0.3,sell,42864.74,BTC-23FEB24-62000-C,62.74,,0.00441235,0.0044,1,1705182483245,280139504,245
0.1,0.1,sell,42936.81,BTC-23FEB24-46000-C,52.25,,0.04549398,0.0455,2,1705182465281,280139476,565
0.3,0.3,buy,42919.06,BTC-28JUN24-35000-C,58.22,,0.27560794,0.275,2,1705182379532,280139375,600
1.1,1.1,buy,42906.23,BTC-26JAN24-30000-P,91.36,,0.00074267,0.0008,3,1705182156846,280139269,1928
0.1,0.1,buy,42909.28,BTC-26JAN24-29000-P,95.05,,0.00060488,0.0006,3,1705181617105,280138903,787
0.2,0.2,sell,42891.93,BTC-2FEB24-43000-C,50.58,,0.04862849,0.048,0,1705181525202,280138867,40
10.0,10.0,buy,42892.37,BTC-14JAN24-42500-P,34.74,,0.00131188,0.0015,2,1705181505336,280138864,186
5.2,5.2,buy,42889.19,BTC-16JAN24-43500-C,41.82,,0.00822845,0.008,2,1705181284501,280138702,18
0.1,0.1,buy,42879.49,BTC-19JAN24-34000-P,90.28,,0.00058084,0.0006,3,1705181190287,280138578,181
0.1,0.1,sell,42925.14,BTC-23FEB24-64000-C,64.1,,0.00359609,0.0035,3,1705180846946,280138181,255
0.7,0.7,buy,42934.96,BTC-23FEB24-41000-P,52.89,,0.04425608,0.044,2,1705180454677,280138045,608
18.2,18.2,sell,42933.36,BTC-26JAN24-50000-C,57.88,,0.00429868,0.0043,0,1705180421367,280138044,5233
0.1,0.1,buy,42933.36,BTC-19JAN24-45000-C,50.68,,0.00865857,0.0085,0,1705180421317,280138043,855
0.1,0.1,buy,42908.16,BTC-28JUN24-56000-C,57.98,,0.07723467,0.077,0,1705180359050,280138012,63
0.1,0.1,buy,42901.94,BTC-27SEP24-42000-C,58.05,,0.22829562,0.2285,2,1705180296371,280137981,82
1.0,1.0,sell,42869.75,BTC-27SEP24-50000-C,59.07,,0.16134395,0.1615,2,1705180218993,280137933,442
18.9,18.9,buy,42885.11,BTC-19JAN24-52000-C,75.37,,0.00065096,0.0007,1,1705179772676,280137794,684
20.0,20.0,buy,42883.47,BTC-19JAN24-50000-C,69.15,,0.00125161,0.0013,0,1705179701170,280137762,1764
0.6,0.6,sell,42868.75,BTC-29MAR24-37000-P,55.01,,0.03557011,0.0345,0,1705179407453,280137594,371
0.1,0.1,sell,42887.37,BTC-23FEB24-36000-P,57.09,,0.01565225,0.015,2,1705179289422,280137522,364
0.1,0.1,sell,42883.58,BTC-23FEB24-46000-P,52.2,,0.1060147,0.106,2,1705179282521,280137517,195
0.1,0.1,sell,42882.4,BTC-23FEB24-37000-P,56.1,,0.01942826,0.019,0,1705179268778,280137516,618
0.4,0.4,sell,42820.44,BTC-14JAN24-41000-P,66.47,,0.00015536,0.0003,1,1705179105021,280137421,123
0.1,0.1,buy,42815.22,BTC-27DEC24-46000-C,58.31,,0.22717036,0.229,2,1705179101009,280137412,22
0.1,0.1,sell,42848.2,BTC-26JAN24-27000-P,104.44,,0.00051766,0.0004,2,1705178991570,280137354,501
0.1,0.1,buy,42831.44,BTC-15JAN24-44000-P,38.41,,0.0282224,0.0285,3,1705178911389,280137321,89
0.1,0.1,buy,42889.59,BTC-14JAN24-45500-C,72.05,,2.354e-05,0.0001,3,1705178822163,280137277,165
0.6,0.6,sell,42905.75,BTC-14JAN24-43750-C,40.19,,0.00055427,0.0006,3,1705178764098,280137239,12
0.1,0.1,buy,42876.95,BTC-23FEB24-58000-C,59.18,,0.0070541,0.007,3,1705178594416,280137144,401
0.7,0.7,buy,42874.14,BTC-14JAN24-46000-C,83.43,,6.93e-06,0.0001,3,1705178487661,280137126,328
0.1,0.1,sell,42824.11,BTC-15JAN24-43500-P,36.62,,0.01868057,0.019,0,1705178029795,280136992,60
1.0,1.0,buy,42811.2,BTC-2FEB24-35000-P,64.34,,0.00509006,0.005,2,1705176861313,280136333,153
0.3,0.3,buy,42811.21,BTC-16JAN24-42000-P,48.73,,0.00742922,0.008,0,1705176860876,280136331,29
0.1,0.1,buy,42804.9,BTC-26JAN24-31000-C,0.0,,0.27935183,0.278,2,1705176815953,280136322,14
0.4,0.4,sell,42795.22,BTC-26JAN24-51000-C,57.96,,0.00274812,0.0027,3,1705176743465,280136285,1360
4.7,4.7,sell,42724.84,BTC-26JAN24-44000-C,50.38,,0.02589091,0.026,2,1705176616822,280136162,2468
0.1,0.1,buy,42724.84,BTC-19JAN24-42000-P,52.99,,0.01726956,0.0175,0,1705176616676,280136160,1180
0.8,0.8,buy,42724.84,BTC-19JAN24-39000-P,63.72,,0.00429532,0.0043,3,1705176616654,280136155,885
0.1,0.1,sell,42754.33,BTC-23FEB24-60000-C,61.29,,0.00568846,0.0055,3,1705176488148,280136105,728
0.1,0.1,sell,42741.09,BTC-19JAN24-46000-C,52.83,,0.0047085,0.0045,2,1705176354681,280135984,1176
0.1,0.1,sell,42718.91,BTC-28JUN24-60000-C,59.1,,0.06161974,0.061,2,1705176266505,280135751,1469
0.1,0.1,sell,42723.52,BTC-29MAR24-49000-C,53.07,,0.05120784,0.0515,2,1705176265574,280135733,270
0.1,0.1,buy,42728.08,BTC-14JAN24-43500-P,44.07,,0.01834445,0.019,0,1705176264736,280135730,126
0.1,0.1,buy,42793.15,BTC-23FEB24-38000-P,54.9,,0.02439316,0.024,0,1705175959763,280135214,527
0.1,0.1,sell,42846.64,BTC-2FEB24-44000-C,50.43,,0.03693482,0.037,2,1705175916009,280135077,112
0.1,0.1,buy,42878.6,BTC-2FEB24-44000-P,50.38,,0.0579033,0.058,0,1705175719647,280134847,71
0.1,0.1,buy,42896.49,BTC-27DEC24-47000-P,57.58,,0.22940113,0.2255,0,1705175639049,280134819,10
0.2,0.2,sell,42952.83,BTC-23FEB24-47000-C,52.33,,0.03857573,0.0385,1,1705175183611,280134584,616
0.1,0.1,sell,42969.55,BTC-16JAN24-41500-P,48.05,,0.00429187,0.004,2,1705175143565,280134571,16
0.1,0.1,buy,42967.48,BTC-27SEP24-42000-P,57.35,,0.14333543,0.1435,0,1705175068598,280134533,44
0.5,0.5,sell,42959.66,BTC-27DEC24-100000-C,67.33,,0.05466503,0.057,1,1705174933378,280134480,86
0.2,0.2,sell,42905.28,BTC-14JAN24-40500-P,67.93,,6.531e-05,0.0001,3,1705174792704,280134382,162
0.1,0.1,buy,42901.45,BTC-16JAN24-42500-P,43.95,,0.01026435,0.01,1,1705174723415,280134319,34
0.2,0.2,buy,42951.83,BTC-2FEB24-43000-P,50.74,,0.04441048,0.0445,3,1705174567816,280134251,110
2.0,2.0,sell,42924.47,BTC-19JAN24-60000-C,96.19,,0.00017919,0.0001,2,1705173996031,280133787,297
2.0,2.0,sell,42930.16,BTC-26JAN24-60000-C,73.59,,0.00049327,0.0004,2,1705173975107,280133778,1694
0.1,0.1,sell,42925.36,BTC-19JAN24-44000-C,48.17,,0.01486022,0.014,2,1705173932518,280133743,596
0.1,0.1,sell,42917.22,BTC-19JAN24-42500-P,50.68,,0.01993237,0.0195,0,1705173908721,280133729,33
0.1,0.1,buy,42943.27,BTC-19JAN24-42500-C,50.5,,0.0315396,0.031,0,1705173887823,280133705,25
0.1,0.1,sell,42946.15,BTC-14JAN24-41000-C,62.66,,0.04560515,0.0455,0,1705173848013,280133693,11
0.1,0.1,buy,42937.77,BTC-14JAN24-42750-C,30.39,,0.00718919,0.007,0,1705173846896,280133689,24
0.2,0.2,sell,42844.33,BTC-23FEB24-42000-C,53.24,,0.085419,0.086,0,1705173004760,280133187,319
1.0,1.0,sell,42855.07,BTC-19JAN24-47000-C,56.13,,0.00340642,0.0032,1,1705172788667,280133113,1510
0.1,0.1,sell,42898.72,BTC-16JAN24-39500-P,62.86,,0.00131783,0.0012,2,1705172671774,280133009,4
0.1,0.1,sell,42898.72,BTC-16JAN24-40000-P,58.96,,0.00173689,0.0016,2,1705172670987,280133008,5
0.1,0.1,buy,42866.66,BTC-23FEB24-45000-C,52.47,,0.05351645,0.0535,0,1705172553108,280132910,627
0.1,0.1,sell,42800.45,BTC-2FEB24-30000-P,79.14,,0.0014701,0.0014,2,1705172077695,280132705,52
0.1,0.1,buy,42765.99,BTC-23FEB24-65000-C,65.09,,0.00297645,0.0031,1,1705171939288,280132654,372
0.1,0.1,sell,42766.8,BTC-29MAR24-48000-C,53.03,,0.05834004,0.0585,2,1705171771643,280132584,523
0.8,0.8,sell,42786.63,BTC-27SEP24-120000-C,70.48,,0.01925538,0.02,3,1705171725576,280132547,232
0.1,0.1,sell,42852.25,BTC-19JAN24-43000-P,49.52,,0.02620843,0.0255,1,1705170642851,280131859,1117
0.4,0.4,sell,42826.23,BTC-14JAN24-42250-P,38.24,,0.00144136,0.0015,0,1705170114843,280131418,7
0.4,0.4,sell,42789.01,BTC-29MAR24-65000-C,59.78,,0.01045139,0.0105,3,1705169990437,280131345,1618
0.1,0.1,buy,42820.26,BTC-2FEB24-50000-C,52.74,,0.00715105,0.007,2,1705169645306,280130972,188
0.1,0.1,buy,42757.11,BTC-29MAR24-47000-P,52.95,,0.14264208,0.143,0,1705169502570,280130758,201
0.3,0.3,buy,42767.73,BTC-16JAN24-41000-P,51.64,,0.00379898,0.0036,0,1705169500216,280130736,37
0.1,0.1,sell,42787.46,BTC-2FEB24-42000-C,51.19,,0.06000919,0.0595,2,1705169323275,280130585,27
0.2,0.2,sell,42881.93,BTC-19JAN24-54000-C,77.44,,0.00038336,0.0003,3,1705168878541,280130325,35
0.1,0.1,sell,42879.81,BTC-14JAN24-44000-P,49.04,,0.0267906,0.027,2,1705168448745,280130082,192
0.3,0.3,buy,42873.29,BTC-16JAN24-45000-C,46.81,,0.00225241,0.0022,2,1705168447758,280130078,12
0.4,0.4,sell,42858.48,BTC-27DEC24-35000-P,58.23,,0.09812458,0.0945,0,1705168166495,280129948,10
0.6,0.6,sell,42868.22,BTC-27DEC24-54000-C,59.15,,0.17580964,0.1745,2,1705168160678,280129947,32
0.2,0.2,sell,42864.72,BTC-16JAN24-45500-C,47.56,,0.0014498,0.0013,2,1705167690380,280129657,4
1.4,1.4,sell,42881.48,BTC-19JAN24-30000-P,118.98,,0.00030046,0.0003,2,1705167661797,280129642,224
0.2,0.2,sell,42885.78,BTC-15JAN24-44500-C,37.56,,0.00099708,0.0008,2,1705167619232,280129614,64
0.1,0.1,sell,42937.38,BTC-15JAN24-40500-P,54.94,,0.00092138,0.0008,2,1705166442004,280128819,41
5.0,5.0,buy,42928.38,BTC-29MAR24-35000-P,58.09,,0.02545091,0.026,2,1705166376772,280128755,676
1.6,1.6,buy,42922.13,BTC-29MAR24-36000-P,57.01,,0.03003445,0.0305,3,1705166243672,280128656,511
0.1,0.1,buy,42959.8,BTC-14JAN24-42000-C,39.94,,0.02322194,0.023,0,1705165945911,280128168,20
0.1,0.1,buy,42954.49,BTC-15JAN24-44000-C,36.22,,0.00226841,0.0021,0,1705165945213,280128151,120
0.6,0.6,sell,42903.5,BTC-15JAN24-46000-C,48.95,,0.00030914,0.0002,3,1705165921957,280128107,93
0.1,0.1,sell,42889.05,BTC-19JAN24-43500-P,48.96,,0.03209886,0.0315,0,1705165917866,280128084,228
0.1,0.1,buy,42864.18,BTC-23FEB24-56000-C,57.2,,0.00904708,0.009,3,1705165701703,280127810,412
0.1,0.1,sell,42772.04,BTC-26JAN24-54000-C,63.41,,0.0013377,0.0013,1,1705165532147,280127668,2390
2.5,2.5,sell,42777.51,BTC-23FEB24-40000-C,54.2,,0.11369413,0.1135,3,1705165531012,280127663,73
6.0,6.0,sell,42868.24,BTC-2FEB24-39000-P,56.65,,0.01610369,0.016,0,1705165130418,280127252,73
1.1,1.1,sell,42849.02,BTC-15JAN24-45000-C,40.5,,0.00058149,0.0004,2,1705165027724,280127222,150
0.6,0.6,sell,42801.7,BTC-2FEB24-40000-P,54.97,,0.02161244,0.0215,0,1705164069877,280126336,130
0.1,0.1,buy,42877.32,BTC-26JAN24-37000-P,66.11,,0.00588819,0.006,2,1705163941486,280125065,1782
0.1,0.1,buy,42909.47,BTC-29MAR24-32000-P,60.77,,0.01509834,0.015,2,1705163918328,280124794,396
0.7,0.7,buy,43096.21,BTC-27SEP24-100000-C,67.01,,0.03089282,0.031,1,1705163737018,280124089,354
3.9,3.9,buy,42999.44,BTC-27DEC24-85000-C,65.21,,0.07610518,0.0785,0,1705162592488,280123397,31
0.1,0.1,buy,43000.77,BTC-23FEB24-34000-P,61.29,,0.01001135,0.01,3,1705162062451,280122957,265
0.1,0.1,buy,43081.71,BTC-29MAR24-44000-C,52.5,,0.09527493,0.095,2,1705161796332,280122288,345
1.0,1.0,buy,43105.76,BTC-29MAR24-38000-P,55.04,,0.04021354,0.04,2,1705161729111,280122174,374
0.2,0.2,sell,43152.18,BTC-19JAN24-32000-P,104.52,,0.0003447,0.0004,2,1705161653987,280122069,107
0.1,0.1,sell,43176.21,BTC-14JAN24-41500-C,61.2,,0.03937218,0.0395,0,1705161500065,280121767,10
0.1,0.1,sell,43138.59,BTC-29MAR24-43000-P,52.99,,0.08360221,0.0835,2,1705161487982,280121732,218
0.1,0.1,buy,43106.18,BTC-26JAN24-41000-C,54.5,,0.07115455,0.071,2,1705161464792,280121658,908
2.6,2.6,sell,43058.24,BTC-23FEB24-43000-P,52.61,,0.06319788,0.0635,3,1705161301526,280121564,566
0.1,0.1,buy,43081.19,BTC-28JUN24-48000-C,57.34,,0.1266171,0.128,2,1705161226497,280121474,139
0.1,0.1,buy,43001.48,BTC-26JAN24-45000-P,48.59,,0.06294003,0.062,2,1705161125922,280121364,1097
0.3,0.3,sell,43004.67,BTC-14JAN24-45000-C,56.39,,0.00021361,0.0003,0,1705161009872,280121113,196
0.1,0.1,sell,43033.23,BTC-23FEB24-44000-C,51.83,,0.06462255,0.064,2,1705160832970,280120786,502
0.4,0.4,sell,43057.18,BTC-23FEB24-39000-P,54.79,,0.02897373,0.029,2,1705160672797,280120531,425
0.5,0.5,sell,43085.58,BTC-28JUN24-49000-C,57.25,,0.11914725,0.12,3,1705160514392,280120327,92
0.2,0.2,sell,43145.68,BTC-28JUN24-33000-C,59.51,,0.31177377,0.311,2,1705160386114,280120113,227
4.0,4.0,buy,43114.24,BTC-28JUN24-40000-C,56.46,,0.20663966,0.206,2,1705160331415,280119987,1017
1.0,1.0,sell,43128.93,BTC-28JUN24-57000-C,57.65,,0.07400275,0.073,2,1705160312940,280119973,18
0.2,0.2,buy,43203.03,BTC-19JAN24-44000-P,48.29,,0.03372369,0.0335,2,1705160151311,280119574,884
0.1,0.1,sell,43196.78,BTC-23FEB24-40000-P,54.18,,0.03492413,0.035,2,1705160098080,280119265,525
0.1,0.1,sell,43150.41,BTC-15JAN24-47000-C,52.09,,0.00019739,0.0001,3,1705159972774,280118724,284
0.2,0.2,buy,43129.11,BTC-14JAN24-40000-P,74.25,,0.00015387,0.0001,3,1705159876537,280118562,63
0.5,0.5,sell,43125.24,BTC-29MAR24-25000-P,74.49,,0.00501899,0.005,2,1705159861961,280118550,1357
0.2,0.2,sell,43078.95,BTC-14JAN24-39500-P,84.0,,6.576e-05,0.0001,2,1705159725437,280118276,28
