amount,block_trade_id,block_trade_leg_count,contracts,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.9,,,0.9,sell,67735.93,BTC-3JUN24-72500-C,41.79,0.00011176,0.0001,3,1717251910699,303798634,22
0.5,,,0.5,sell,67736.4,BTC-3JUN24-73000-C,45.48,0.00012853,0.0001,3,1717251901317,303798631,21
1.0,,,1.0,sell,67736.42,BTC-3JUN24-63000-P,45.62,8.135e-05,0.0001,3,1717251883609,303798630,17
0.3,,,0.3,sell,67722.63,BTC-4JUN24-66500-C,0.0,0.02333161,0.0195,2,1717251766283,303798593,7
0.1,,,0.1,sell,67703.25,BTC-2JUN24-71500-C,53.28,1.779e-05,0.0001,3,1717251606339,303798542,27
0.3,,,0.3,buy,67701.72,BTC-2JUN24-74000-C,81.61,5.3e-07,0.0001,3,1717251489102,303798527,29
0.1,,,0.1,buy,67696.53,BTC-2JUN24-70500-C,41.16,8.633e-05,0.0001,3,1717251452968,303798517,85
0.1,,,0.1,buy,67696.61,BTC-2JUN24-71000-C,47.28,3.926e-05,0.0001,3,1717251445060,303798513,147
0.1,,,0.1,buy,67696.42,BTC-2JUN24-72000-C,59.16,1.798e-05,0.0001,3,1717251441812,303798509,54
0.4,,,0.4,sell,67696.33,BTC-3JUN24-67000-P,26.14,0.00270569,0.0029,0,1717251401412,303798502,81
0.1,,,0.1,buy,67697.45,BTC-28JUN24-44000-P,74.32,0.00065227,0.0008,3,1717251184377,303798457,703
0.1,,,0.1,buy,67694.67,BTC-21JUN24-54000-P,57.38,0.00179787,0.0019,0,1717251158783,303798450,18
0.1,,,0.1,sell,67701.48,BTC-21JUN24-56000-P,53.58,0.00282353,0.0027,3,1717251057614,303798408,25
0.1,,,0.1,buy,67690.45,BTC-14JUN24-54000-P,62.24,0.00073324,0.0009,0,1717251031661,303798396,112
0.2,,,0.2,buy,67672.94,BTC-27DEC24-100000-C,66.12,0.09261525,0.093,3,1717250857886,303798375,2170
0.1,,,0.1,buy,67668.67,BTC-28JUN24-53000-P,55.78,0.00258931,0.0025,2,1717250805205,303798331,962
0.1,,,0.1,buy,67648.2,BTC-26JUL24-70000-P,54.69,0.09087244,0.0915,1,1717250425180,303798047,181
0.1,,,0.1,sell,67648.16,BTC-14JUN24-69000-P,44.31,0.04056566,0.041,3,1717250424603,303798046,226
0.1,,,0.1,buy,67647.97,BTC-26JUL24-72000-P,55.24,0.1080861,0.1095,0,1717250419415,303798043,78
0.1,,,0.1,sell,67656.39,BTC-28JUN24-70000-P,49.09,0.0663002,0.0665,3,1717250405357,303798025,1636
0.1,,,0.1,sell,67656.35,BTC-21JUN24-69000-P,47.46,0.05001276,0.0505,1,1717250404781,303798023,42
0.5,,,0.5,sell,67691.15,BTC-7JUN24-68000-P,39.36,0.02042914,0.0205,2,1717250264814,303797956,868
0.3,,,0.3,sell,67723.44,BTC-28JUN24-66000-C,48.92,0.07127415,0.0715,1,1717249426595,303797736,393
0.5,,,0.5,buy,67757.64,BTC-3JUN24-65000-P,33.34,0.00027032,0.0003,3,1717249016850,303797604,41
0.4,,,0.4,buy,67742.72,BTC-14JUN24-72000-C,43.89,0.01252509,0.0125,1,1717248958466,303797577,545
1.1,,,1.1,buy,67744.58,BTC-28JUN24-115000-C,74.18,0.00039455,0.0004,3,1717248827466,303797564,842
3.0,,,3.0,buy,67758.54,BTC-27DEC24-180000-C,72.79,0.01725027,0.018,0,1717247959872,303797235,534
1.0,,,1.0,buy,67748.76,BTC-27DEC24-130000-C,69.41,0.04658122,0.0475,1,1717247944953,303797230,269
1.0,,,1.0,buy,67752.81,BTC-2JUN24-68000-P,19.73,0.00542616,0.0055,2,1717247775083,303797216,59
0.1,,,0.1,sell,67680.5,BTC-3JUN24-66000-P,26.85,0.00090417,0.0007,2,1717246770807,303796940,22
1.0,,,1.0,buy,67735.22,BTC-21JUN24-96000-C,61.68,0.00045585,0.0005,1,1717246500321,303796827,21
0.4,,,0.4,buy,67740.91,BTC-26JUL24-62000-P,53.96,0.03757393,0.0375,3,1717246227005,303796684,217
0.4,,,0.4,sell,67764.26,BTC-27DEC24-46000-P,64.84,0.03556865,0.035,3,1717246038094,303796477,130
0.1,,,0.1,buy,67758.74,BTC-30AUG24-115000-C,62.83,0.00933163,0.0095,1,1717246025078,303796398,18
0.2,,,0.2,buy,67727.89,BTC-28JUN24-90000-C,56.19,0.00244523,0.0025,0,1717246017275,303796322,3583
1.0,,,1.0,sell,67680.81,BTC-2JUN24-65000-P,40.28,0.00014684,0.0001,3,1717245960024,303796217,50
0.1,,,0.1,sell,67671.37,BTC-28JUN24-100000-C,63.59,0.0008244,0.001,1,1717245899754,303796174,3792
0.1,,,0.1,sell,67643.41,BTC-30AUG24-92000-C,58.63,0.03221956,0.031,2,1717245366695,303796043,14
0.4,,,0.4,sell,67647.04,BTC-30AUG24-52000-P,57.33,0.01946933,0.0185,2,1717244690561,303795878,8
0.7,,,0.7,buy,67612.65,BTC-28JUN24-55000-C,52.75,0.19876006,0.1985,0,1717242677259,303795496,2014
0.1,,,0.1,sell,67627.27,BTC-26JUL24-84000-C,55.62,0.02387389,0.0235,3,1717241994882,303795364,233
0.1,,,0.1,buy,67624.24,BTC-27SEP24-65000-P,60.22,0.09166155,0.0935,3,1717241845046,303795354,521
6.0,,,6.0,buy,67625.88,BTC-26JUL24-54000-P,56.35,0.01222584,0.0125,3,1717241444740,303795318,193
5.2,,,5.2,buy,67623.85,BTC-7JUN24-76000-C,46.1,0.00052114,0.0006,0,1717241426875,303795317,827
1.5,,,1.5,buy,67622.07,BTC-26JUL24-68000-C,54.54,0.0903852,0.0915,1,1717241419218,303795307,407
0.2,,,0.2,buy,67630.42,BTC-14JUN24-98000-C,68.4,9.467e-05,0.0001,3,1717240708876,303795232,42
1.0,,,1.0,buy,67602.26,BTC-14JUN24-96000-C,65.02,8.352e-05,0.0001,3,1717240018547,303795153,28
3.0,,,3.0,buy,67602.07,BTC-27DEC24-35000-P,66.71,0.01168368,0.011,2,1717240000898,303795152,197
0.1,,,0.1,buy,67616.74,BTC-3JUN24-65500-P,28.94,0.00049752,0.0005,3,1717238541053,303794847,34
1.7,,,1.7,buy,67638.9,BTC-21JUN24-80000-C,49.63,0.00454197,0.0048,0,1717238104771,303794767,60
0.3,,,0.3,sell,67618.78,BTC-4JUN24-70000-P,0.0,0.03584955,0.031,1,1717237662697,303794647,1
0.3,,,0.3,sell,67619.64,BTC-4JUN24-69500-P,0.0,0.02953889,0.025,1,1717237623716,303794638,1
0.1,,,0.1,buy,67663.74,BTC-28JUN24-33000-P,103.88,0.00023968,0.0003,1,1717236850392,303794419,572
9.5,,,9.5,buy,67653.42,BTC-28JUN24-65000-C,47.41,0.07996718,0.0785,3,1717236731537,303794331,5304
0.1,,,0.1,buy,67660.49,BTC-2JUN24-73000-C,63.86,1.592e-05,0.0001,2,1717236489225,303794255,70
5.7,BLOCK-143191,4,5.7,sell,67655.26,BTC-30AUG24-84000-C,58.59,0.05105696,0.0513,0,1717236419024,303794248,35
5.7,BLOCK-143191,4,5.7,sell,67655.26,BTC-30AUG24-61000-P,57.4,0.0528892,0.0535,2,1717236419024,303794247,19
6.8,BLOCK-143191,4,6.8,buy,67655.26,BTC-26JUL24-77000-C,54.53,0.04342832,0.0432,0,1717236419024,303794249,66
1.0,,,1.0,buy,67656.14,BTC-26JUL24-50000-P,58.16,0.00634857,0.0065,3,1717236400331,303794228,198
0.1,,,0.1,sell,67653.58,BTC-26JUL24-71000-P,54.29,0.09922051,0.0995,1,1717236102100,303794021,74
0.1,,,0.1,sell,67650.02,BTC-26JUL24-73000-P,54.64,0.11743428,0.118,1,1717236082785,303793979,57
1.0,,,1.0,buy,67645.88,BTC-21JUN24-82000-C,49.53,0.00281856,0.003,2,1717236052113,303793919,32
0.1,,,0.1,sell,67643.89,BTC-27SEP24-140000-C,68.92,0.00892948,0.009,1,1717235977878,303793848,908
0.1,,,0.1,buy,67643.89,BTC-14JUN24-84000-C,50.68,0.00049497,0.0005,3,1717235977863,303793847,53
0.2,,,0.2,buy,67609.61,BTC-28JUN24-45000-P,69.24,0.00074292,0.0007,2,1717235327917,303793598,1197
1.5,,,1.5,buy,67626.96,BTC-27DEC24-95000-C,65.61,0.10595114,0.1055,2,1717235169237,303793542,439
1.5,,,1.5,sell,67625.97,BTC-27DEC24-52000-P,64.5,0.05914309,0.058,2,1717235146157,303793529,170
0.1,,,0.1,sell,67589.5,BTC-4JUN24-64500-P,36.64,0.00117722,0.001,1,1717234238495,303793289,1
0.1,,,0.1,buy,67601.22,BTC-7JUN24-70000-P,37.52,0.03969347,0.0395,1,1717234218339,303793267,397
0.5,,,0.5,sell,67643.33,BTC-3JUN24-61000-P,58.87,0.00012817,0.0001,3,1717234025489,303793151,34
0.2,,,0.2,buy,67630.15,BTC-7JUN24-84000-C,67.32,0.00011892,0.0002,0,1717233987149,303793131,222
1.0,,,1.0,buy,67625.5,BTC-3JUN24-75000-C,57.07,1.768e-05,0.0001,2,1717233538763,303792982,4
1.0,,,1.0,buy,67659.41,BTC-3JUN24-74000-C,50.07,6.645e-05,0.0001,2,1717232567810,303792671,2
1.0,,,1.0,buy,67661.52,BTC-21JUN24-84000-C,50.26,0.00190282,0.002,3,1717232560765,303792670,12
1.0,,,1.0,buy,67677.66,BTC-4JUN24-77000-C,56.07,9.78e-06,0.0001,1,1717232509653,303792622,1
1.0,,,1.0,sell,67636.41,BTC-3JUN24-60000-P,66.7,7.481e-05,0.0001,2,1717232273054,303792399,40
0.1,,,0.1,buy,67652.91,BTC-7JUN24-92000-C,85.37,2.623e-05,0.0001,3,1717232248494,303792382,86
7.6,,,7.6,sell,67594.01,BTC-3JUN24-62000-P,57.8,0.00011646,0.0003,0,1717230749439,303791750,9
0.2,,,0.2,sell,67579.63,BTC-2JUN24-64500-P,45.55,0.00024795,0.0002,0,1717230233891,303791649,31
0.1,,,0.1,buy,67574.3,BTC-27SEP24-90000-C,61.55,0.05712064,0.057,0,1717229416438,303791366,1223
0.2,,,0.2,buy,67596.98,BTC-27DEC24-49000-P,64.43,0.04657638,0.0455,2,1717228926816,303790938,70
0.1,,,0.1,buy,67578.56,BTC-1JUN24-68500-P,759.8,0.01349832,0.014,1,1717228769709,303790733,92
8.4,,,8.4,sell,67600.16,BTC-30AUG24-66000-C,56.83,0.14044884,0.14,1,1717228585539,303790591,1
2.0,,,2.0,buy,67606.02,BTC-7JUN24-69000-P,39.32,0.03001658,0.03,0,1717228530369,303790508,750
0.6,,,0.6,sell,67617.17,BTC-2JUN24-63000-P,58.41,0.00017488,0.0001,3,1717228522741,303790426,23
0.2,,,0.2,sell,67621.41,BTC-26JUL24-66000-P,53.23,0.06061783,0.06,2,1717228120630,303790088,257
0.5,,,0.5,buy,67621.85,BTC-7JUN24-71000-P,38.75,0.05194634,0.0515,2,1717227865518,303789670,172
0.1,,,0.1,buy,67585.43,BTC-26JUL24-75000-C,54.21,0.0507954,0.051,0,1717227825235,303789531,104
2.0,,,2.0,buy,67582.53,BTC-7JUN24-72000-P,39.67,0.06539781,0.065,0,1717227783887,303789404,61
1.0,,,1.0,sell,67578.93,BTC-21JUN24-66000-C,46.69,0.0605537,0.0605,3,1717227724395,303789362,45
1.0,,,1.0,sell,67571.63,BTC-28JUN24-110000-C,70.33,0.0005061,0.0005,1,1717227700456,303789314,1101
0.7,,,0.7,sell,67569.38,BTC-1JUN24-67000-P,83.61,1e-08,0.0001,3,1717227650433,303789290,273
0.1,,,0.1,buy,67568.04,BTC-30AUG24-40000-P,64.79,0.003749,0.004,1,1717227644976,303789286,30
0.1,,,0.1,buy,67537.43,BTC-27SEP24-40000-P,63.36,0.006758,0.0065,2,1717227415188,303789149,374
0.5,,,0.5,sell,67536.05,BTC-1JUN24-67500-C,19.65,0.00096191,0.0009,2,1717227198951,303789008,130
0.1,,,0.1,sell,67540.83,BTC-26JUL24-80000-C,54.8,0.03318864,0.033,2,1717227094879,303788932,489
0.1,,,0.1,buy,67569.36,BTC-27SEP24-80000-C,59.99,0.08818347,0.088,3,1717226985896,303788855,1525
1.0,,,1.0,buy,67569.24,BTC-21JUN24-88000-C,52.94,0.00088504,0.001,2,1717226762463,303788801,6
0.1,,,0.1,buy,67575.27,BTC-1JUN24-67500-P,22.55,0.00029165,0.0003,0,1717226725524,303788790,268
0.5,,,0.5,buy,67588.92,BTC-1JUN24-68000-C,47.63,4.696e-05,0.0001,3,1717226703174,303788751,327
0.1,,,0.1,sell,67579.25,BTC-26JUL24-78000-C,54.63,0.0395661,0.0395,3,1717226474866,303788722,357
0.3,,,0.3,buy,67582.78,BTC-28JUN24-53000-C,67.83,0.22693415,0.2305,3,1717226361197,303788707,367
0.1,,,0.1,sell,67597.33,BTC-1JUN24-68000-P,37.93,0.00602356,0.006,2,1717226279414,303788674,276
0.3,,,0.3,buy,67596.26,BTC-27DEC24-90000-C,65.6,0.12152185,0.1215,0,1717226268858,303788673,802
9.7,,,9.7,buy,67610.86,BTC-27DEC24-30000-P,68.11,0.00668847,0.0055,3,1717226191284,303788641,377
0.1,,,0.1,buy,67612.13,BTC-28JUN24-38000-P,84.81,0.00038467,0.0003,2,1717226082230,303788609,590
0.1,,,0.1,sell,67613.07,BTC-28JUN24-37000-P,88.37,0.00037492,0.0003,2,1717226064861,303788607,616
0.1,,,0.1,sell,67617.71,BTC-28JUN24-36000-P,92.02,0.0003691,0.0003,2,1717226027302,303788595,568
0.1,,,0.1,buy,67616.16,BTC-28JUN24-43000-P,77.22,0.00062587,0.0008,2,1717225860200,303788573,761
0.1,,,0.1,buy,67616.17,BTC-28JUN24-41000-P,81.17,0.00045172,0.0006,1,1717225801182,303788564,602
0.1,,,0.1,sell,67617.06,BTC-28JUN24-46000-P,68.25,0.00093518,0.0009,2,1717225524848,303788525,806
0.2,,,0.2,sell,67608.21,BTC-28JUN24-51000-P,59.72,0.00207435,0.002,2,1717224500305,303788158,902
1.0,,,1.0,buy,67609.07,BTC-28MAR25-220000-C,74.56,0.02673333,0.0265,2,1717224225580,303788076,112
0.1,,,0.1,sell,67609.45,BTC-2JUN24-68500-P,25.75,0.01374051,0.014,2,1717224177168,303788072,36
0.8,,,0.8,sell,67622.4,BTC-7JUN24-58000-P,58.84,0.00050761,0.0005,2,1717223725497,303787748,290
1.0,,,1.0,buy,67621.84,BTC-30AUG24-110000-C,61.28,0.01222856,0.0115,3,1717222216606,303787348,12
8.0,,,8.0,sell,67699.95,BTC-14JUN24-86000-C,54.96,0.00055734,0.0005,3,1717220902254,303786907,68
0.2,,,0.2,sell,67685.28,BTC-26JUL24-79000-C,54.36,0.0365895,0.036,2,1717220717872,303786671,77
0.1,,,0.1,buy,67636.98,BTC-3JUN24-65000-C,38.34,0.04072149,0.041,2,1717220348272,303786504,17
0.1,,,0.1,sell,67565.03,BTC-7JUN24-82000-C,60.2,9.437e-05,0.0002,0,1717219798376,303786278,213
2.0,,,2.0,sell,67580.39,BTC-1JUN24-68500-C,43.27,0.00010962,0.0001,3,1717219619010,303786224,391
2.1,,,2.1,sell,67578.86,BTC-1JUN24-70500-C,112.9,9.2e-07,0.0001,3,1717219565801,303786222,319
0.1,,,0.1,buy,67586.55,BTC-30AUG24-50000-P,58.53,0.01595684,0.015,2,1717219334526,303786210,14
0.1,,,0.1,sell,67580.91,BTC-30AUG24-105000-C,60.59,0.01590319,0.015,2,1717219313382,303786208,44
0.2,,,0.2,sell,67624.22,BTC-30AUG24-71000-C,57.53,0.10658934,0.1075,2,1717219049733,303786161,21
0.2,,,0.2,sell,67620.83,BTC-30AUG24-69000-P,57.38,0.1046662,0.1055,2,1717218987549,303786155,19
1.2,,,1.2,sell,67661.26,BTC-1JUN24-66000-P,65.96,1.859e-05,0.0001,2,1717217681454,303785830,176
4.9,,,4.9,sell,67674.19,BTC-1JUN24-69000-C,50.94,9.78e-05,0.0001,3,1717216743059,303785676,370
0.1,,,0.1,buy,67667.05,BTC-30AUG24-78000-C,57.15,0.07209896,0.071,1,1717216619792,303785661,13
0.5,,,0.5,sell,67654.91,BTC-28MAR25-160000-C,71.27,0.05672982,0.0545,2,1717216462896,303785616,51
0.5,,,0.5,sell,67634.64,BTC-28MAR25-130000-C,71.27,0.08899327,0.091,2,1717216171740,303785555,114
0.1,,,0.1,buy,67635.05,BTC-28MAR25-140000-C,70.45,0.07458081,0.074,2,1717215885966,303785516,61
0.2,,,0.2,sell,67640.4,BTC-30AUG24-73000-P,56.22,0.13797098,0.136,2,1717215670157,303785471,3
0.1,,,0.1,sell,67640.08,BTC-30AUG24-72000-P,56.29,0.1291624,0.1275,2,1717215670016,303785470,2
0.1,,,0.1,sell,67640.08,BTC-30AUG24-71000-P,56.21,0.12064624,0.119,0,1717215670015,303785469,8
0.1,,,0.1,sell,67640.08,BTC-30AUG24-74000-P,56.28,0.14710178,0.145,2,1717215670015,303785468,3
0.1,,,0.1,sell,67640.08,BTC-30AUG24-75000-P,56.45,0.15643358,0.1545,2,1717215669677,303785467,5
0.1,,,0.1,sell,67662.61,BTC-21JUN24-70000-P,48.12,0.05964306,0.06,0,1717215374961,303785350,23
12.4,,,12.4,sell,67667.02,BTC-1JUN24-66500-P,50.38,0.00024258,0.0002,3,1717215279583,303785282,361
1.0,,,1.0,sell,67675.78,BTC-27DEC24-20000-P,79.59,0.00182476,0.0017,3,1717214921732,303785074,163
0.1,,,0.1,buy,67612.09,BTC-1JUN24-70000-C,70.04,2.306e-05,0.0001,3,1717211761844,303783999,363
0.1,,,0.1,sell,67668.36,BTC-2JUN24-64000-P,51.13,0.00036813,0.0003,3,1717211155900,303783833,70
0.1,,,0.1,sell,67669.25,BTC-27SEP24-85000-C,61.16,0.07108457,0.072,0,1717210971964,303783820,826
0.1,,,0.1,sell,67648.45,BTC-27SEP24-50000-P,61.44,0.02375255,0.0245,2,1717210848608,303783790,531
5.0,,,5.0,sell,67619.33,BTC-27DEC24-10000-P,98.26,0.00039048,0.0003,2,1717209906398,303783533,83
0.3,,,0.3,buy,67629.11,BTC-21JUN24-67000-C,48.24,0.0535354,0.054,0,1717209796412,303783511,43
0.1,,,0.1,sell,67475.23,BTC-27DEC24-105000-C,67.48,0.08400372,0.084,0,1717206939769,303782375,254
0.1,,,0.1,buy,67477.46,BTC-26JUL24-86000-C,56.36,0.02013709,0.02,1,1717206837604,303782358,217
0.1,,,0.1,buy,67499.44,BTC-26JUL24-44000-P,65.18,0.00293414,0.0031,1,1717205870735,303781773,91
0.1,,,0.1,sell,67521.57,BTC-30AUG24-80000-C,57.55,0.06434004,0.063,2,1717205468224,303781676,17
1.0,,,1.0,sell,67579.9,BTC-2JUN24-62000-P,61.2,0.00014748,0.0001,2,1717203532025,303780935,24
0.4,,,0.4,sell,67576.89,BTC-1JUN24-65000-P,64.04,4.15e-05,0.0001,3,1717203509474,303780929,185
0.5,,,0.5,buy,67461.56,BTC-2JUN24-61000-P,69.59,0.00015712,0.0001,3,1717201553709,303780303,34
0.1,,,0.1,sell,67449.38,BTC-1JUN24-69500-C,54.11,0.00020885,0.0002,0,1717201115155,303780179,422
