amount,block_trade_id,combo_id,combo_trade_id,direction,index_price,instrument_name,iv,mark_price,price,tick_direction,timestamp,trade_id,trade_seq
0.9,,,,buy,26855.63,BTC-26MAY23-26500-C,39.19,0.02310977,0.023,3,1684797110648,255568303,164
0.8,,,,sell,26854.66,BTC-30JUN23-36000-C,55.26,0.0047131,0.0045,3,1684796976856,255568224,589
4.0,,,,sell,26878.38,BTC-2JUN23-33000-C,60.79,0.00122565,0.001,3,1684796198690,255567693,117
5.0,,,,sell,26878.38,BTC-2JUN23-29500-C,45.27,0.00509136,0.0045,2,1684796198167,255567685,243
0.5,,,,sell,26879.47,BTC-23MAY23-27000-C,29.32,0.00240029,0.002,2,1684795845174,255567660,245
0.6,,,,sell,26879.48,BTC-26MAY23-28000-C,41.85,0.0038353,0.0035,2,1684795842672,255567659,3907
0.1,,,,sell,26886.58,BTC-26MAY23-28500-C,45.4,0.00234656,0.002,2,1684795576909,255567596,210
1.0,,,,sell,26887.01,BTC-29MAR24-15000-P,58.07,0.02579604,0.025,2,1684795308826,255567444,72
0.2,,,,sell,26887.12,BTC-30JUN23-19000-C,66.51,0.29795536,0.2985,2,1684795187481,255567205,323
1.3,,,,sell,26888.43,BTC-26MAY23-24000-P,60.27,0.00071665,0.0005,3,1684794932713,255566977,2050
10.0,,,,sell,26888.45,BTC-25MAY23-25000-P,49.33,0.00072863,0.0005,3,1684794502508,255566519,26
5.0,,,,sell,26891.18,BTC-24MAY23-25500-P,49.76,0.00072305,0.0005,3,1684794473955,255566510,40
0.2,,,,buy,26886.61,BTC-30JUN23-27000-C,44.27,0.05564489,0.056,2,1684794386218,255566471,1411
0.1,,,,sell,26883.44,BTC-9JUN23-26500-P,42.69,0.02953175,0.0295,1,1684794316163,255566415,47
6.8,,,,sell,26883.45,BTC-9JUN23-27500-C,43.44,0.02804343,0.0285,1,1684794283787,255566394,41
0.3,,,,buy,26885.5,BTC-30JUN23-29000-P,44.24,0.10612891,0.1055,0,1684794062845,255566066,695
3.1,,,,sell,26897.19,BTC-23MAY23-26250-P,49.72,0.00025529,0.0005,2,1684793944647,255565962,103
0.2,,,,sell,26900.87,BTC-23MAY23-26750-C,30.16,0.00789774,0.0075,2,1684793598807,255565877,57
2.0,,,,buy,26913.6,BTC-29DEC23-19000-P,53.06,0.03588993,0.0355,0,1684793292810,255565747,216
1.0,,,,sell,26912.01,BTC-29DEC23-22000-P,50.78,0.06437327,0.0645,0,1684793262712,255565740,181
0.7,,,,buy,26900.95,BTC-24MAY23-27250-C,40.25,0.00485144,0.005,3,1684793111948,255565413,59
0.1,,,,buy,26900.83,BTC-23MAY23-27000-P,33.41,0.00646318,0.0065,0,1684793095655,255565412,79
0.1,,,,sell,26897.4,BTC-2JUN23-30000-C,47.36,0.00394297,0.0035,2,1684792950420,255565360,408
10.0,76033,BTC-ICOND-26MAY23-25000_26500_27500_28500,,sell,26902.32,BTC-26MAY23-26500-P,40.09,0.00880074,0.0087,2,1684792814134,255565305,233
1.0,,,,buy,26910.42,BTC-28JUL23-12000-P,89.31,0.000912,0.0015,2,1684792342662,255564998,4
0.2,,,,buy,26921.23,BTC-26MAY23-30000-C,62.77,0.00075812,0.001,2,1684792180207,255564913,3834
2.0,,,,buy,26921.23,BTC-29SEP23-14000-P,67.49,0.00577107,0.006,0,1684792180037,255564912,275
0.5,,,,buy,26921.41,BTC-30JUN23-33000-C,50.52,0.0096243,0.0095,3,1684792068222,255564868,1390
0.3,,,,sell,26921.65,BTC-23MAY23-27750-C,56.47,0.00041632,0.0005,3,1684791858949,255564792,73
1.0,,,,sell,26931.37,BTC-9JUN23-24000-P,47.86,0.00685336,0.0065,3,1684791668418,255564598,40
2.0,,,,sell,26931.4,BTC-26MAY23-27000-C,40.34,0.01483633,0.015,0,1684791623317,255564593,2166
1.0,,,,buy,26935.55,BTC-2JUN23-23500-P,54.42,0.00215788,0.0025,1,1684791274743,255564438,133
1.0,,,,buy,26936.71,BTC-2JUN23-25000-P,46.12,0.00625199,0.0065,0,1684791240361,255564413,168
0.7,,,,buy,26911.25,BTC-29DEC23-32000-C,48.45,0.09003098,0.09,1,1684790941333,255564032,92
1.6,,,,sell,26939.67,BTC-2JUN23-27500-C,41.81,0.02033872,0.02,2,1684790728386,255563714,662
0.2,,,,buy,26941.82,BTC-29MAR24-27000-C,49.14,0.18635466,0.187,2,1684790686440,255563571,6
0.1,,,,sell,26929.44,BTC-24MAY23-26250-P,43.4,0.00233856,0.0025,2,1684790664186,255563430,26
1.1,,,,sell,26925.51,BTC-25MAY23-26250-P,42.28,0.00453146,0.0045,2,1684790658988,255563404,9
0.1,,,,buy,26892.15,BTC-9JUN23-29000-C,45.12,0.01375666,0.0135,1,1684790207630,255562816,191
5.2,,,,sell,26892.94,BTC-28JUL23-18000-P,58.51,0.00541171,0.0045,2,1684790178392,255562815,57
3.0,,,,buy,26894.15,BTC-28JUL23-40000-C,54.06,0.00541081,0.005,3,1684790170094,255562813,155
0.8,,,,sell,26898.79,BTC-30JUN23-28000-C,44.41,0.04096784,0.041,1,1684789985517,255562797,2086
0.4,,,,sell,26892.98,BTC-26MAY23-29000-P,52.83,0.07896444,0.079,2,1684789774813,255562675,1029
0.1,,,,buy,26893.02,BTC-9JUN23-28000-C,44.53,0.02223911,0.023,2,1684789771044,255562673,48
1.0,,,,sell,26891.68,BTC-24MAY23-27000-C,38.41,0.00801151,0.008,3,1684789737779,255562672,63
2.5,,,,sell,26889.79,BTC-24MAY23-29500-C,75.44,0.00012186,0.0005,1,1684789711658,255562671,19
0.1,,,,sell,26890.49,BTC-25MAY23-26750-P,37.63,0.0102475,0.0095,2,1684789610037,255562583,14
0.2,,,,buy,26912.59,BTC-29DEC23-25000-P,49.18,0.10499253,0.107,2,1684789532082,255562412,269
0.1,,,,sell,26899.02,BTC-9JUN23-30000-C,47.43,0.00844179,0.0085,1,1684789253992,255562167,163
0.8,,,,sell,26919.99,BTC-30JUN23-25000-P,45.93,0.02826042,0.028,2,1684788917386,255561889,1611
0.1,,,,buy,26923.09,BTC-25MAY23-27000-P,39.23,0.0141139,0.014,2,1684788866504,255561772,17
0.8,,,,buy,26864.51,BTC-30JUN23-25000-C,45.34,0.09991332,0.099,0,1684788527624,255561079,1890
1.0,,,,sell,26863.0,BTC-26MAY23-25000-C,53.66,0.07155971,0.072,2,1684788452983,255561075,533
0.1,,,,buy,26852.08,BTC-29DEC23-40000-C,51.73,0.042246,0.0435,0,1684787660359,255560497,896
0.2,,,,buy,26852.4,BTC-29SEP23-40000-C,53.0,0.01898026,0.0195,0,1684787511227,255560492,1595
10.0,,,,buy,26836.04,BTC-24MAY23-26750-P,40.27,0.00813962,0.0085,1,1684787344651,255560296,69
0.1,,,,sell,26847.32,BTC-29DEC23-31000-C,48.25,0.0976648,0.099,0,1684787207929,255560092,80
0.9,,,,sell,26847.63,BTC-24MAY23-26500-P,40.96,0.00460679,0.005,3,1684787159324,255560016,43
1.9,,,,sell,26847.14,BTC-24MAY23-26750-C,38.77,0.01184702,0.012,3,1684787143845,255560009,24
1.0,,,,sell,26852.69,BTC-30JUN23-22000-P,54.22,0.00986922,0.01,1,1684787022482,255559598,1381
4.9,,,,buy,26855.59,BTC-9JUN23-32000-C,52.21,0.00323497,0.0035,1,1684786571402,255559460,57
5.8,,,,buy,26865.59,BTC-9JUN23-34000-C,56.05,0.00123818,0.0015,1,1684786484498,255559418,50
0.1,,,,buy,26858.28,BTC-23MAY23-24000-P,155.32,0.0,0.0005,1,1684785956371,255559273,2
0.1,,,,sell,26866.64,BTC-30JUN23-32000-C,49.39,0.01249677,0.0125,1,1684785602531,255559242,1746
20.0,,,,sell,26845.26,BTC-26MAY23-32000-C,82.96,0.00071819,0.0005,3,1684785468453,255559189,4484
0.2,,,,sell,26858.17,BTC-30JUN23-24000-P,48.2,0.01985197,0.02,0,1684784739255,255558474,1468
0.1,,,,sell,26845.41,BTC-24MAY23-28000-C,45.12,0.00124091,0.001,2,1684784595511,255558425,33
0.1,,,,buy,26838.87,BTC-23MAY23-25500-P,79.18,2.445e-05,0.0005,3,1684784221267,255558246,29
0.2,,,,sell,26850.01,BTC-9JUN23-25000-P,44.73,0.0126805,0.0125,1,1684783862723,255557874,64
0.2,,,,buy,26850.01,BTC-30JUN23-40000-C,63.09,0.00247784,0.0025,3,1684783862704,255557873,2962
0.5,,,,sell,26849.59,BTC-9JUN23-22500-P,53.54,0.00302656,0.003,3,1684783834806,255557726,8
0.5,,,,sell,26837.53,BTC-29SEP23-32000-C,47.27,0.05088996,0.051,2,1684783562006,255557546,409
0.1,,,,buy,26836.2,BTC-29DEC23-15000-P,59.73,0.01601971,0.016,2,1684783398982,255557447,267
3.2,,,,buy,26839.97,BTC-28JUL23-20000-P,55.93,0.01024198,0.0105,0,1684783392191,255557438,96
0.1,,,,sell,26841.02,BTC-30JUN23-23000-P,50.74,0.01408479,0.014,0,1684783277987,255557404,1516
1.4,,,,buy,26852.65,BTC-28JUL23-26000-C,44.82,0.09371379,0.0935,1,1684782875407,255556671,40
0.6,,,,buy,26855.03,BTC-29SEP23-26000-C,47.02,0.12847233,0.129,1,1684782770328,255556457,166
0.1,,,,sell,26881.47,BTC-26MAY23-31000-C,69.06,0.00071346,0.0005,3,1684781703098,255555907,2471
1.2,,,,sell,26885.47,BTC-25MAY23-26750-C,38.87,0.01617666,0.016,2,1684781587070,255555795,18
1.0,,,,buy,26888.53,BTC-29DEC23-39000-C,51.08,0.04611577,0.047,0,1684781429403,255555611,28
1.0,,,,buy,26881.1,BTC-30JUN23-29000-C,45.27,0.02974851,0.03,0,1684781418746,255555604,1949
1.0,,,,sell,26899.02,BTC-25MAY23-29000-C,47.61,0.00092198,0.0005,3,1684780428782,255555161,8
0.5,,,,sell,26898.49,BTC-9JUN23-27000-C,42.71,0.03650209,0.0365,0,1684779829320,255554751,68
0.1,,,,buy,26909.85,BTC-24MAY23-27000-P,38.69,0.01165545,0.0115,2,1684779717917,255554636,40
2.5,,,,sell,26887.93,BTC-25MAY23-27000-C,39.16,0.01162286,0.0115,3,1684779582675,255554185,17
1.0,,,,sell,26842.64,BTC-25MAY23-24500-P,57.44,0.00056591,0.0005,1,1684778951892,255553637,5
5.0,,,,buy,26851.38,BTC-28JUL23-31000-C,45.47,0.02810713,0.0285,2,1684778835486,255553593,452
0.2,,,,buy,26851.81,BTC-9JUN23-29500-C,46.24,0.01071052,0.0105,3,1684778780028,255553557,163
0.2,,,,buy,26854.46,BTC-29MAR24-28000-C,49.02,0.17163855,0.1715,2,1684778360090,255553466,32
0.1,,,,sell,26862.07,BTC-2JUN23-28000-C,42.44,0.01412081,0.0135,2,1684778153221,255553343,289
0.4,,,,sell,26861.5,BTC-25MAY23-28500-C,49.03,0.00159312,0.0015,3,1684778051270,255553278,11
0.2,,,,sell,26857.89,BTC-24MAY23-28500-C,49.93,0.00094959,0.0005,3,1684777977745,255553270,26
0.2,,,,sell,26850.27,BTC-28JUL23-30000-C,44.48,0.03584552,0.0355,2,1684777890629,255553123,483
1.0,,,,sell,26839.2,BTC-25MAY23-25500-P,45.39,0.00189271,0.0015,2,1684777525555,255552938,17
3.2,,,,buy,26817.43,BTC-30JUN23-30000-C,46.87,0.02142497,0.022,1,1684776733859,255551929,4586
10.0,,,,buy,26803.92,BTC-24MAY23-25000-P,57.94,0.00025672,0.0005,1,1684776401095,255551695,13
0.2,,,,sell,26803.84,BTC-9JUN23-27000-P,42.24,0.04051247,0.04,0,1684776396994,255551694,29
2.8,,,,buy,26788.58,BTC-9JUN23-25500-P,43.61,0.01757336,0.0175,0,1684775754184,255550855,37
1.3,,,,sell,26810.61,BTC-30JUN23-27000-P,43.74,0.05984617,0.0595,0,1684775692727,255550710,1274
0.1,,,,buy,26796.54,BTC-29SEP23-28000-C,46.78,0.09399614,0.0945,1,1684775663103,255550585,285
4.0,,,,buy,26792.89,BTC-2JUN23-25500-P,43.44,0.01049094,0.0105,0,1684775660416,255550406,150
0.5,,,,buy,26796.0,BTC-28JUL23-21000-P,52.42,0.0135689,0.0135,1,1684775657930,255550393,60
5.5,,,,buy,26797.5,BTC-9JUN23-23000-P,51.14,0.00385782,0.004,0,1684775656843,255550376,39
1.0,,,,sell,26809.28,BTC-25MAY23-27250-C,40.93,0.00738178,0.0075,2,1684775520979,255550156,19
0.1,,,,sell,26813.26,BTC-30JUN23-19000-P,64.05,0.00356,0.0035,3,1684775374288,255549980,1173
0.1,,,,buy,26843.73,BTC-29DEC23-16000-P,57.61,0.01954207,0.0195,2,1684775206070,255549544,233
0.1,,,,sell,26852.49,BTC-30JUN23-26000-P,44.08,0.04189739,0.041,0,1684774744435,255549081,1536
0.2,,,,buy,26851.15,BTC-28JUL23-22000-P,50.8,0.01812942,0.0185,2,1684774578144,255549011,69
4.7,,,,sell,26853.75,BTC-29SEP23-38000-C,51.37,0.02405825,0.024,0,1684774559653,255549010,250
0.1,,,,sell,26854.78,BTC-30JUN23-20000-P,59.43,0.00502287,0.0045,2,1684774283204,255548817,1720
1.0,,,,sell,26867.44,BTC-28JUL23-19000-P,57.22,0.00757282,0.007,3,1684774083907,255548729,15
3.3,,,,buy,26876.52,BTC-2JUN23-26000-P,42.58,0.01432221,0.0145,1,1684773982843,255548591,269
1.3,,,,sell,26894.65,BTC-28JUL23-28000-C,44.35,0.05919912,0.0595,2,1684773905649,255548514,152
7.9,,,,sell,26895.32,BTC-29SEP23-22000-P,50.29,0.03891963,0.039,0,1684773904639,255548501,268
0.5,,,,buy,26895.7,BTC-25MAY23-27500-C,41.67,0.0059038,0.006,3,1684773902241,255548498,21
1.6,,,,buy,26897.05,BTC-23MAY23-28000-C,57.83,0.000452,0.0005,3,1684773877733,255548490,131
1.0,,,,buy,26870.8,BTC-2JUN23-23000-P,56.98,0.00154677,0.002,0,1684773712405,255548306,80
2.6,,,,sell,26870.33,BTC-29SEP23-15000-P,64.14,0.00729527,0.0075,0,1684773711582,255548303,630
0.1,,,,buy,26871.28,BTC-23MAY23-26000-P,58.36,0.00058308,0.001,0,1684772584472,255547365,113
4.7,,,,sell,26893.16,BTC-29SEP23-45000-C,56.21,0.01144713,0.012,1,1684772178023,255546833,626
15.7,,,,buy,26893.16,BTC-29SEP23-37000-C,50.54,0.02597264,0.027,0,1684772177693,255546830,105
2.6,,,,sell,26906.54,BTC-30JUN23-34000-C,52.18,0.00733836,0.0075,0,1684772118300,255546733,1066
0.5,,,,buy,26916.47,BTC-2JUN23-22500-P,56.16,0.00092264,0.001,3,1684772067458,255546682,87
1.3,,,,sell,26919.92,BTC-2JUN23-28500-C,44.14,0.01074806,0.0105,2,1684772019932,255546613,211
100.0,76031,,,buy,26885.07,BTC-29SEP23-36000-C,49.26,0.02897671,0.0294,2,1684771630618,255546339,97
0.2,,,,sell,26879.91,BTC-29SEP23-27000-C,46.13,0.11060443,0.11,3,1684771490975,255546227,276
1.0,,,,sell,26891.71,BTC-29MAR24-120000-C,72.45,0.00565649,0.0065,3,1684771058250,255546014,79
4.0,,,,sell,26893.19,BTC-30JUN23-13000-P,91.85,0.00071691,0.0005,3,1684770994730,255545986,580
0.1,,,,sell,26885.15,BTC-30JUN23-14000-P,83.14,0.00090828,0.0005,3,1684770978634,255545968,825
0.2,,,,sell,26879.93,BTC-30JUN23-16000-P,78.47,0.00147732,0.0015,3,1684770942536,255545958,962
0.1,,,,sell,26880.77,BTC-9JUN23-37000-C,61.46,0.00055935,0.0005,1,1684770534104,255545735,3
0.9,,,,sell,26872.76,BTC-9JUN23-28500-C,44.5,0.01759783,0.0175,2,1684770071670,255545329,65
0.1,,,,buy,26872.76,BTC-29SEP23-34000-C,47.63,0.03749446,0.0375,0,1684770030591,255545308,253
3.0,,,,sell,26850.64,BTC-9JUN23-31000-C,50.04,0.00564978,0.0055,3,1684769310857,255544631,206
1.0,,,,sell,26886.36,BTC-29SEP23-23000-P,48.65,0.04852955,0.048,2,1684769116327,255544503,347
25.0,,,,sell,26872.43,BTC-29SEP23-33000-C,47.23,0.04351725,0.0435,0,1684769095062,255544368,200
7.5,,,,buy,26888.96,BTC-9JUN23-26500-C,43.62,0.04598477,0.0465,3,1684768026112,255542804,18
0.5,,,,buy,26892.76,BTC-29SEP23-20000-P,52.65,0.02417514,0.024,3,1684768003931,255542740,576
74.4,76028,BTC-PCAL-28JUL23_2JUN23-26000,,sell,26918.56,BTC-28JUL23-26000-P,45.12,0.05804521,0.0583,1,1684767887423,255542494,247
0.4,,,,sell,26924.65,BTC-29DEC23-34000-C,48.56,0.07219501,0.0725,0,1684767861264,255542423,49
15.0,,,,sell,26928.46,BTC-30JUN23-38000-C,57.7,0.00329498,0.003,3,1684767826172,255542368,812
0.2,,,,sell,26932.31,BTC-30JUN23-35000-C,53.72,0.00611537,0.006,1,1684767813909,255542351,3566
8.2,,,,sell,26936.98,BTC-28JUL23-45000-C,58.68,0.00274766,0.0025,3,1684767795996,255542313,22
0.8,,,,buy,26957.57,BTC-2JUN23-26500-P,42.87,0.02024193,0.0205,2,1684767680204,255542101,173
0.4,,,,sell,26964.73,BTC-29DEC23-33000-C,48.23,0.08015729,0.0805,0,1684767667780,255542055,119
0.2,,,,sell,26962.32,BTC-24MAY23-29000-C,56.98,0.00060818,0.0005,3,1684767658160,255542048,15
2.5,,,,sell,26977.32,BTC-2JUN23-24000-P,49.89,0.00307759,0.003,3,1684767635109,255541970,190
4.6,,,,buy,26963.66,BTC-9JUN23-35000-C,56.8,0.00074564,0.001,3,1684767602684,255541817,30
0.1,,,,buy,26951.43,BTC-25MAY23-28000-C,45.01,0.00361901,0.0035,0,1684767597576,255541785,6
0.2,,,,sell,26913.55,BTC-29DEC23-30000-C,47.66,0.10913194,0.1095,0,1684767436880,255541302,723
0.7,,,,sell,26921.69,BTC-2JUN23-27000-P,42.39,0.02942939,0.0295,0,1684767344682,255541170,180
5.0,,,,sell,26921.69,BTC-9JUN23-27500-P,42.14,0.04881691,0.048,1,1684767344658,255541169,13
0.3,,,,sell,26920.06,BTC-29DEC23-35000-C,48.97,0.06544868,0.066,0,1684766585121,255539921,571
0.5,,,,buy,26921.29,BTC-29DEC23-21000-P,50.78,0.05212327,0.052,3,1684766487778,255539776,253
2.8,,,,buy,26929.03,BTC-29DEC23-38000-C,49.86,0.05001106,0.0495,3,1684766469908,255539703,59
0.3,,,,sell,26943.6,BTC-29SEP23-35000-C,48.63,0.03365671,0.034,1,1684766445451,255539618,1266
0.1,,,,buy,26951.04,BTC-25MAY23-26500-P,41.42,0.00715546,0.007,0,1684766422527,255539485,7
3.6,,,,buy,26967.35,BTC-29SEP23-26000-P,46.52,0.08861352,0.0885,3,1684766256696,255539231,251
0.1,,,,buy,26983.58,BTC-2JUN23-27500-P,42.94,0.0391227,0.039,1,1684765992711,255538805,67
0.1,,,,buy,26974.53,BTC-23MAY23-27250-P,38.45,0.01365601,0.013,0,1684765895239,255538574,6
0.6,,,,sell,26948.32,BTC-30JUN23-18000-P,68.63,0.00268437,0.0025,3,1684765803755,255538442,1111
10.6,,,,buy,26982.46,BTC-9JUN23-24500-P,46.93,0.00899995,0.009,2,1684765707808,255538217,40
0.3,,,,buy,26962.28,BTC-29SEP23-13000-P,68.58,0.00395619,0.004,2,1684765662898,255538010,310
1.3,,,,buy,26963.31,BTC-26MAY23-27500-P,42.77,0.02887798,0.0285,0,1684765644637,255537961,54
20.0,,,,sell,26963.32,BTC-9JUN23-26000-P,43.13,0.02182905,0.0215,2,1684765643217,255537947,33
3.4,,,,sell,26949.12,BTC-9JUN23-33000-C,51.86,0.00219695,0.002,3,1684765516719,255537724,34
0.1,,,,sell,26905.62,BTC-29MAR24-45000-C,53.13,0.05084641,0.051,2,1684765287239,255536937,95
8.0,,,,buy,26899.82,BTC-2JUN23-35000-C,66.8,0.00040571,0.0005,3,1684765239977,255536874,27
3.0,,,,sell,26928.42,BTC-28JUL23-38000-C,52.65,0.00734666,0.0075,0,1684765150952,255536762,137
0.3,,,,buy,26914.03,BTC-24MAY23-27750-C,46.22,0.00298978,0.003,0,1684765027698,255536584,18
7.3,,,,buy,26886.01,BTC-2JUN23-26500-C,44.21,0.03756795,0.0385,0,1684764793086,255536174,178
0.1,,,,sell,26806.26,BTC-29DEC23-50000-C,55.82,0.02099541,0.021,1,1684764625038,255535273,679
1.0,,,,sell,26929.87,BTC-29DEC23-45000-C,53.51,0.02947975,0.0295,0,1684764222186,255533332,353
0.2,,,,sell,27008.41,BTC-30JUN23-17000-P,74.32,0.00195913,0.002,2,1684763990800,255532554,867
0.1,,,,buy,27010.11,BTC-9JUN23-22000-P,55.25,0.0019974,0.002,3,1684763981518,255532550,41
2.0,,,,sell,27028.78,BTC-29SEP23-50000-C,59.03,0.0080768,0.008,1,1684763791834,255532131,794
1.7,,,,sell,27014.02,BTC-25MAY23-27250-P,37.79,0.01818699,0.0175,1,1684763698214,255531950,4
4.9,,,,sell,27024.65,BTC-29SEP23-55000-C,62.65,0.00593201,0.006,0,1684763607013,255531813,448
1.0,,,,buy,27027.35,BTC-28JUL23-33000-C,46.35,0.01867762,0.0185,0,1684763603113,255531803,147
0.6,,,,sell,27033.18,BTC-24MAY23-27250-P,37.38,0.01504432,0.0145,1,1684763596098,255531756,5
9.6,,,,buy,27011.28,BTC-26MAY23-33000-C,89.45,0.00035123,0.0005,3,1684763334581,255531057,1501
10.0,,,,buy,27028.6,BTC-2JUN23-32000-C,54.45,0.00153712,0.0015,3,1684763130126,255530592,121
0.2,,,,sell,27040.9,BTC-29SEP23-70000-C,71.11,0.00257177,0.003,3,1684763109422,255530509,219
0.3,,,,sell,27047.65,BTC-29SEP23-80000-C,75.13,0.00179135,0.002,3,1684763056880,255530265,564
14.0,,,,sell,27064.52,BTC-25MAY23-27750-C,40.99,0.00578399,0.0055,0,1684763053126,255530232,6
1.0,,,,buy,27070.46,BTC-28JUL23-32000-C,45.57,0.02360521,0.0235,0,1684763046006,255530113,357
0.1,,,,sell,27044.41,BTC-26MAY23-28000-P,42.82,0.04023813,0.0395,2,1684763042454,255529920,1582
6.0,,,,sell,27034.03,BTC-29SEP23-21000-P,51.58,0.02975207,0.03,2,1684763027531,255529775,352
0.1,,,,buy,27033.89,BTC-2JUN23-31000-C,51.28,0.00266071,0.0025,0,1684763010475,255529533,232
0.1,,,,buy,26994.38,BTC-29DEC23-80000-C,66.56,0.00611222,0.006,3,1684762995755,255529294,260
2.0,,,,buy,26985.67,BTC-23MAY23-28500-C,67.26,0.00031292,0.0005,3,1684762936123,255528977,39
0.2,,,,buy,26902.07,BTC-29SEP23-29000-C,45.95,0.08075913,0.0805,0,1684762428032,255526217,221
0.2,,,,sell,26889.22,BTC-29SEP23-24000-P,47.88,0.05986364,0.06,3,1684762416227,255526067,371
0.1,,,,sell,26876.08,BTC-29MAR24-19000-P,53.27,0.05274445,0.053,2,1684762388291,255525896,16
0.2,,,,sell,26832.95,BTC-29SEP23-25000-P,47.03,0.07467403,0.0745,2,1684762363753,255525617,411
0.2,,,,sell,26832.95,BTC-29SEP23-27000-P,46.25,0.1099118,0.11,0,1684762363394,255525608,165
0.3,,,,buy,26787.86,BTC-29MAR24-50000-C,54.61,0.03809563,0.038,1,1684761660336,255524924,158
2.0,,,,sell,26786.31,BTC-29MAR24-40000-C,51.83,0.06935328,0.0695,0,1684761639181,255524868,75
1.0,,,,buy,26773.36,BTC-26MAY23-26000-C,42.35,0.03589913,0.036,1,1684761616945,255524841,876
2.0,,,,sell,26776.67,BTC-9JUN23-23500-P,49.21,0.00566145,0.0055,3,1684761342114,255524725,24
0.7,,,,sell,26753.92,BTC-29SEP23-31000-C,46.48,0.05721405,0.0575,1,1684760788945,255524187,208
0.1,,,,buy,26713.53,BTC-25MAY23-26500-C,37.92,0.01823994,0.018,1,1684760547154,255523645,2
0.1,,,,buy,26713.81,BTC-24MAY23-26500-C,37.22,0.01486543,0.015,3,1684760516643,255523596,30
0.3,,,,sell,26713.58,BTC-23MAY23-26500-C,34.6,0.01147041,0.0115,3,1684760501327,255523517,11
3.0,,,,buy,26726.34,BTC-2JUN23-22000-P,59.73,0.00075085,0.001,3,1684760441560,255523338,55
15.0,,,,sell,26750.41,BTC-30JUN23-21000-P,56.39,0.00738483,0.007,1,1684760344876,255523200,1213
5.0,,,,buy,26744.27,BTC-28JUL23-27000-C,44.33,0.07170668,0.0725,1,1684760278612,255523131,86
1.3,,,,sell,26745.08,BTC-29MAR24-55000-C,56.11,0.0296498,0.0295,1,1684760235591,255523092,71
5.6,,,,sell,26744.9,BTC-29MAR24-33000-C,49.39,0.11368742,0.112,2,1684760229213,255523065,12
1.0,,,,buy,26750.91,BTC-29DEC23-20000-P,52.56,0.0444965,0.046,0,1684760084313,255522634,462
1.0,,,,buy,26755.86,BTC-29DEC23-23000-P,49.8,0.07700669,0.0785,1,1684760065813,255522631,129
4.0,,,,buy,26755.52,BTC-9JUN23-20000-P,65.6,0.00075328,0.001,1,1684759718452,255521433,12
0.1,,,,sell,26828.82,BTC-28JUL23-36000-C,49.55,0.00997388,0.0095,3,1684759319271,255520734,124
12.5,76015,BTC-CS-30JUN23-40000_45000,,sell,26840.63,BTC-30JUN23-45000-C,70.58,0.00123542,0.0013,1,1684758960019,255520564,1495
1.0,,,,buy,26833.3,BTC-28JUL23-25000-P,46.14,0.0450876,0.0455,1,1684757497895,255519693,215
